"customer_id","frequency","monetary","high_freq_low_monetary"
9596,6,664,"No"
2686,6,26,"Yes"
9256,6,1001,"No"
5430,6,684,"No"
7732,6,745,"No"
1833,6,133,"Yes"
7848,6,368,"Yes"
10623,6,32,"Yes"
7431,6,1820,"No"
5823,6,39,"Yes"
4974,6,1392,"No"
9303,6,32,"Yes"
5255,6,637,"No"
6770,6,68,"Yes"
4692,6,71,"Yes"
8420,6,64,"Yes"
9923,6,92,"Yes"
5939,6,122,"Yes"
9739,6,114,"Yes"
8492,6,1493,"No"
6299,6,813,"No"
9422,6,131,"Yes"
7617,6,163,"Yes"
5626,6,463,"Yes"
9805,6,660,"No"
1463,6,21,"Yes"
7230,6,493,"Yes"
5907,6,18,"Yes"
3277,6,365,"Yes"
1829,6,1232,"No"
5827,6,62,"Yes"
10490,6,417,"Yes"
1162,6,653,"No"
5723,6,116,"Yes"
7386,6,43,"Yes"
5267,6,44,"Yes"
1030,6,38,"Yes"
9166,6,882,"No"
7279,6,1044,"No"
803,6,21,"Yes"
3749,6,1580,"No"
4427,6,1365,"No"
9703,6,184,"Yes"
5985,6,122,"Yes"
6374,6,297,"Yes"
9671,6,69,"Yes"
35,6,210,"Yes"
4252,6,301,"Yes"
6417,6,1564,"No"
1755,6,114,"Yes"
5263,6,55,"Yes"
9955,6,134,"Yes"
8690,6,1385,"No"
8780,6,507,"No"
2147,6,2279,"No"
4099,6,62,"Yes"
5896,6,397,"Yes"
8908,6,1097,"No"
10542,6,77,"Yes"
3673,6,779,"No"
9972,6,46,"Yes"
5232,6,227,"Yes"
7972,6,1151,"No"
1880,6,93,"Yes"
6292,6,1822,"No"
4278,6,1923,"No"
4394,6,1501,"No"
5209,6,638,"No"
4406,6,1471,"No"
4910,6,2074,"No"
4507,6,1250,"No"
8086,6,55,"Yes"
11101,6,836,"No"
5682,6,1099,"No"
4931,6,1730,"No"
5687,6,1633,"No"
7408,6,233,"Yes"
2296,6,30,"Yes"
1920,6,102,"Yes"
1321,6,56,"Yes"
4706,6,40,"Yes"
9423,6,46,"Yes"
1685,6,1482,"No"
10151,6,946,"No"
9284,6,907,"No"
6173,6,969,"No"
1324,6,91,"Yes"
1008,6,1021,"No"
5527,6,58,"Yes"
8346,6,296,"Yes"
164,6,269,"Yes"
5441,6,388,"Yes"
10057,6,1331,"No"
9817,6,1049,"No"
6619,6,44,"Yes"
3828,6,1327,"No"
5731,6,37,"Yes"
6059,6,1314,"No"
9224,6,1139,"No"
4713,6,125,"Yes"
7187,6,721,"No"
977,6,414,"Yes"
5299,6,1586,"No"
3900,6,769,"No"
7441,6,1615,"No"
7793,6,800,"No"
143,6,957,"No"
1907,6,1477,"No"
2829,6,731,"No"
8299,6,71,"Yes"
9499,6,1616,"No"
5758,6,1189,"No"
7129,6,929,"No"
4676,6,1695,"No"
850,6,757,"No"
3745,6,103,"Yes"
5036,6,406,"Yes"
5123,6,143,"Yes"
7250,6,612,"No"
7712,6,634,"No"
607,6,521,"No"
8584,6,1165,"No"
8754,6,20,"Yes"
5304,6,33,"Yes"
10240,6,1381,"No"
1619,6,1588,"No"
6281,6,982,"No"
3570,6,244,"Yes"
2452,6,318,"Yes"
942,6,299,"Yes"
115,6,393,"Yes"
1458,6,44,"Yes"
10675,6,1161,"No"
10701,6,1211,"No"
7297,6,57,"Yes"
10735,6,26,"Yes"
8146,6,54,"Yes"
7000,6,817,"No"
7736,6,61,"Yes"
7627,6,2086,"No"
8726,6,174,"Yes"
7937,6,58,"Yes"
8442,6,30,"Yes"
4865,6,400,"Yes"
7002,6,398,"Yes"
5847,6,882,"No"
5407,6,1085,"No"
3503,6,974,"No"
2157,6,77,"Yes"
8876,6,152,"Yes"
3112,6,24,"Yes"
10814,6,1376,"No"
6119,6,17,"Yes"
5185,6,892,"No"
5555,6,6,"Yes"
6200,6,901,"No"
7723,6,1440,"No"
153,6,46,"Yes"
10906,6,425,"Yes"
10582,6,758,"No"
5180,6,149,"Yes"
7592,6,209,"Yes"
10203,6,42,"Yes"
4838,6,15,"Yes"
10741,6,319,"Yes"
4259,6,10,"Yes"
2715,6,180,"Yes"
1170,6,244,"Yes"
945,6,133,"Yes"
1371,6,984,"No"
5320,6,171,"Yes"
7325,6,40,"Yes"
1951,6,839,"No"
5871,6,467,"Yes"
6583,6,981,"No"
4320,6,943,"No"
5684,6,68,"Yes"
5922,6,218,"Yes"
9970,6,162,"Yes"
1915,6,1507,"No"
10648,6,1289,"No"
2109,6,1544,"No"
1378,6,694,"No"
2945,6,46,"Yes"
5370,6,413,"Yes"
10855,6,396,"Yes"
8717,6,1835,"No"
10037,6,1127,"No"
9986,6,54,"Yes"
5346,6,79,"Yes"
8602,6,1049,"No"
7861,6,1175,"No"
6201,6,49,"Yes"
3910,6,1862,"No"
3469,6,103,"Yes"
1295,6,725,"No"
8700,6,66,"Yes"
10509,6,71,"Yes"
9516,6,1229,"No"
7849,6,1052,"No"
3007,6,40,"Yes"
8070,6,264,"Yes"
868,6,65,"Yes"
5429,6,183,"Yes"
3099,6,310,"Yes"
10897,6,1174,"No"
10790,6,21,"Yes"
1524,6,1104,"No"
4679,6,1092,"No"
7119,6,825,"No"
10785,6,41,"Yes"
3524,6,167,"Yes"
3233,6,1117,"No"
6892,6,732,"No"
4368,6,134,"Yes"
387,6,61,"Yes"
4837,6,1305,"No"
9119,6,392,"Yes"
10757,6,13,"Yes"
2005,6,75,"Yes"
7233,6,1782,"No"
10307,6,525,"No"
8969,6,1141,"No"
4377,6,575,"No"
9405,6,172,"Yes"
2674,6,1143,"No"
7079,6,1245,"No"
8595,6,67,"Yes"
793,6,45,"Yes"
3916,6,890,"No"
8588,6,289,"Yes"
2681,6,461,"Yes"
9559,6,1034,"No"
702,6,521,"No"
2281,6,28,"Yes"
5250,6,1564,"No"
6336,6,48,"Yes"
8504,6,1366,"No"
8939,6,730,"No"
194,6,41,"Yes"
2230,6,43,"Yes"
1570,6,1039,"No"
10258,6,35,"Yes"
2156,6,41,"Yes"
10766,6,506,"No"
1146,6,874,"No"
4149,6,1348,"No"
6864,6,30,"Yes"
1544,6,1893,"No"
3525,6,17,"Yes"
3428,6,1598,"No"
6637,6,1117,"No"
4065,6,404,"Yes"
10084,6,50,"Yes"
5394,6,38,"Yes"
2804,6,120,"Yes"
2975,6,1956,"No"
1665,6,1750,"No"
3011,6,227,"Yes"
933,6,25,"Yes"
7807,6,369,"Yes"
8026,6,463,"Yes"
10092,6,1504,"No"
6918,6,34,"Yes"
3919,6,1931,"No"
4141,6,776,"No"
7143,6,820,"No"
7789,6,1672,"No"
9323,6,874,"No"
3790,6,15,"Yes"
7832,6,1526,"No"
10032,6,53,"Yes"
234,6,31,"Yes"
4055,6,64,"Yes"
9477,6,544,"No"
5631,6,692,"No"
2557,6,29,"Yes"
4712,6,82,"Yes"
7215,6,1135,"No"
10972,6,939,"No"
4954,6,265,"Yes"
3968,6,1199,"No"
9862,6,33,"Yes"
5341,6,1588,"No"
2936,6,23,"Yes"
6653,6,418,"Yes"
9576,6,159,"Yes"
8605,6,68,"Yes"
4303,6,137,"Yes"
1627,6,789,"No"
10839,6,29,"Yes"
10065,6,64,"Yes"
10140,6,1727,"No"
6471,6,59,"Yes"
10478,6,633,"No"
1272,6,903,"No"
5067,6,1378,"No"
967,6,515,"No"
626,6,43,"Yes"
3220,6,156,"Yes"
263,6,145,"Yes"
10992,6,1148,"No"
9672,6,65,"Yes"
6019,6,72,"Yes"
10250,6,28,"Yes"
10905,6,252,"Yes"
2632,6,500,"No"
7214,6,1283,"No"
2878,6,414,"Yes"
577,6,22,"Yes"
8975,6,69,"Yes"
7574,6,41,"Yes"
6729,6,1538,"No"
10476,6,251,"Yes"
8132,6,661,"No"
4179,6,55,"Yes"
6919,6,63,"Yes"
5524,6,1617,"No"
8204,6,1319,"No"
2995,6,1084,"No"
5740,6,56,"Yes"
9370,6,1120,"No"
2225,6,1617,"No"
48,6,184,"Yes"
1016,6,55,"Yes"
5734,6,91,"Yes"
3081,6,20,"Yes"
3340,6,436,"Yes"
954,6,102,"Yes"
8985,6,1211,"No"
6461,6,946,"No"
9384,6,606,"No"
3129,6,45,"Yes"
4547,6,25,"Yes"
4541,6,257,"Yes"
2181,6,1280,"No"
10420,6,222,"Yes"
1077,6,1020,"No"
7755,6,411,"Yes"
456,6,36,"Yes"
796,6,1071,"No"
7842,6,74,"Yes"
531,6,1662,"No"
9952,6,1105,"No"
10127,6,395,"Yes"
1409,6,444,"Yes"
2453,6,819,"No"
5181,6,24,"Yes"
10965,6,1722,"No"
5154,6,54,"Yes"
8702,6,22,"Yes"
6262,6,1573,"No"
5329,6,11,"Yes"
6991,6,637,"No"
11171,6,411,"Yes"
1406,6,415,"Yes"
7321,6,1033,"No"
9365,6,1277,"No"
2549,6,27,"Yes"
2570,6,815,"No"
7718,6,711,"No"
3665,6,54,"Yes"
6457,6,902,"No"
89,6,69,"Yes"
1993,6,972,"No"
2781,6,1792,"No"
7801,6,728,"No"
8601,6,1395,"No"
8910,6,252,"Yes"
4119,6,318,"Yes"
2678,6,209,"Yes"
6327,6,1146,"No"
3629,6,145,"Yes"
1513,6,1250,"No"
6263,6,106,"Yes"
7437,6,29,"Yes"
9595,6,1574,"No"
195,6,246,"Yes"
1137,6,1379,"No"
4331,6,1371,"No"
1744,6,54,"Yes"
8212,6,174,"Yes"
2315,6,96,"Yes"
5012,6,34,"Yes"
2036,6,401,"Yes"
4796,6,39,"Yes"
8773,6,322,"Yes"
2320,6,635,"No"
2620,6,23,"Yes"
5015,6,162,"Yes"
8643,6,1662,"No"
7152,6,37,"Yes"
6383,6,46,"Yes"
4399,6,1091,"No"
10120,6,257,"Yes"
503,6,53,"Yes"
10634,6,406,"Yes"
2295,6,825,"No"
2677,6,241,"Yes"
3152,6,89,"Yes"
9725,6,12,"Yes"
3933,6,662,"No"
4856,6,1853,"No"
3867,6,1095,"No"
5057,6,611,"No"
1010,6,78,"Yes"
3194,6,1230,"No"
178,6,973,"No"
5589,6,793,"No"
3336,6,948,"No"
8397,6,34,"Yes"
10150,6,1449,"No"
6384,6,1453,"No"
4943,6,1727,"No"
8932,6,1531,"No"
10377,6,397,"Yes"
7485,6,138,"Yes"
8461,6,16,"Yes"
7527,6,76,"Yes"
1135,6,47,"Yes"
4646,6,978,"No"
10513,6,1502,"No"
2565,6,1334,"No"
5011,6,928,"No"
9064,6,1555,"No"
10676,6,1173,"No"
2525,6,534,"No"
11056,6,1188,"No"
2308,6,330,"Yes"
916,6,31,"Yes"
10530,6,1156,"No"
7005,6,813,"No"
9291,6,15,"Yes"
4697,6,390,"Yes"
6422,6,1270,"No"
4478,6,653,"No"
6518,6,606,"No"
8619,6,22,"Yes"
7947,6,37,"Yes"
6690,6,90,"Yes"
9400,6,1383,"No"
8278,6,1711,"No"
10613,6,62,"Yes"
8268,6,404,"Yes"
3025,6,306,"Yes"
4860,6,25,"Yes"
4877,6,41,"Yes"
4543,6,1919,"No"
2612,6,1682,"No"
8545,6,1789,"No"
5832,6,1263,"No"
10469,6,1623,"No"
10560,6,20,"Yes"
9907,6,1013,"No"
2634,6,69,"Yes"
4971,6,155,"Yes"
9697,6,542,"No"
3434,6,1336,"No"
5063,6,191,"Yes"
3312,6,89,"Yes"
564,6,906,"No"
1168,6,1401,"No"
2958,6,57,"Yes"
4501,6,1478,"No"
232,6,530,"No"
7962,6,1901,"No"
3158,6,39,"Yes"
1916,6,437,"Yes"
6343,6,1518,"No"
310,6,573,"No"
3033,6,318,"Yes"
8687,6,486,"Yes"
5272,6,562,"No"
4817,6,18,"Yes"
8566,6,9,"Yes"
3254,6,960,"No"
10590,6,1483,"No"
2861,6,23,"Yes"
10536,6,46,"Yes"
7922,6,966,"No"
574,6,125,"Yes"
4637,6,1650,"No"
9240,6,526,"No"
4961,6,61,"Yes"
7530,6,138,"Yes"
5735,6,2525,"No"
6215,6,31,"Yes"
8685,6,436,"Yes"
4603,6,656,"No"
1446,6,1226,"No"
5883,6,664,"No"
2863,6,1052,"No"
10448,6,377,"Yes"
891,6,11,"Yes"
4698,6,410,"Yes"
8737,6,43,"Yes"
1419,6,76,"Yes"
10033,6,38,"Yes"
1241,6,51,"Yes"
9529,6,1627,"No"
975,6,264,"Yes"
1577,6,1736,"No"
1802,6,680,"No"
6870,6,283,"Yes"
6466,6,121,"Yes"
9274,6,1213,"No"
3037,6,410,"Yes"
7414,6,186,"Yes"
5899,6,49,"Yes"
6875,6,529,"No"
6810,6,1187,"No"
10846,6,629,"No"
8779,6,172,"Yes"
979,6,112,"Yes"
5314,6,444,"Yes"
10981,6,1198,"No"
7124,6,94,"Yes"
7342,6,1072,"No"
7892,6,75,"Yes"
5519,6,797,"No"
4012,6,1226,"No"
5234,6,81,"Yes"
3262,6,1655,"No"
5866,6,219,"Yes"
2563,6,43,"Yes"
10091,6,1067,"No"
5313,6,44,"Yes"
618,6,797,"No"
8148,6,859,"No"
5955,6,1932,"No"
313,6,2088,"No"
3388,6,294,"Yes"
6283,6,908,"No"
7533,6,187,"Yes"
7462,6,570,"No"
3643,6,928,"No"
5830,6,2114,"No"
5512,6,518,"No"
10983,6,930,"No"
760,6,811,"No"
7500,6,564,"No"
1515,6,28,"Yes"
10826,6,60,"Yes"
6673,6,129,"Yes"
2931,6,1192,"No"
3722,6,48,"Yes"
1131,6,95,"Yes"
6205,6,80,"Yes"
6730,6,54,"Yes"
9242,6,1722,"No"
6103,6,100,"Yes"
10356,6,32,"Yes"
6678,6,72,"Yes"
3179,6,1572,"No"
3934,6,608,"No"
1964,6,1603,"No"
6211,6,39,"Yes"
938,6,87,"Yes"
1158,6,144,"Yes"
87,6,57,"Yes"
550,6,708,"No"
2407,6,1555,"No"
9530,6,17,"Yes"
2564,6,165,"Yes"
6710,6,103,"Yes"
2870,6,502,"No"
3478,6,736,"No"
6071,6,1157,"No"
6507,6,56,"Yes"
8164,6,1908,"No"
6274,6,1615,"No"
309,6,1101,"No"
1612,6,47,"Yes"
9292,6,1382,"No"
7458,6,97,"Yes"
9967,6,447,"Yes"
6437,6,76,"Yes"
3798,6,81,"Yes"
10967,6,99,"Yes"
9909,6,122,"Yes"
10128,6,907,"No"
3885,6,63,"Yes"
10827,6,146,"Yes"
2392,6,102,"Yes"
641,6,119,"Yes"
6049,6,1804,"No"
9736,6,96,"Yes"
5253,6,227,"Yes"
1604,6,225,"Yes"
7094,6,1064,"No"
4988,6,62,"Yes"
11084,6,1053,"No"
257,6,1215,"No"
4640,6,1079,"No"
9973,6,490,"Yes"
7873,6,300,"Yes"
11007,6,34,"Yes"
2115,6,66,"Yes"
9905,6,255,"Yes"
10659,6,53,"Yes"
10652,6,1169,"No"
3955,6,6,"Yes"
1519,6,73,"Yes"
6295,6,981,"No"
6097,6,561,"No"
1150,6,1853,"No"
5602,6,1282,"No"
1501,6,1717,"No"
5493,6,23,"Yes"
6245,6,507,"No"
5113,6,1702,"No"
8210,6,405,"Yes"
6460,6,57,"Yes"
7072,6,1335,"No"
6376,6,545,"No"
7034,6,55,"Yes"
4682,6,310,"Yes"
1461,6,38,"Yes"
3945,6,930,"No"
9369,6,1274,"No"
2814,6,31,"Yes"
9706,6,94,"Yes"
9483,6,637,"No"
4248,6,2008,"No"
466,6,746,"No"
2853,6,275,"Yes"
4128,6,725,"No"
4557,6,67,"Yes"
7503,6,2209,"No"
7349,6,103,"Yes"
9080,6,73,"Yes"
7348,6,1192,"No"
9560,6,1674,"No"
2176,6,1690,"No"
6428,6,1130,"No"
8286,6,122,"Yes"
10562,6,1033,"No"
749,6,145,"Yes"
10710,6,18,"Yes"
5748,6,475,"Yes"
10770,6,1045,"No"
8945,6,203,"Yes"
4673,6,1241,"No"
3667,6,1757,"No"
231,6,32,"Yes"
873,6,1178,"No"
10704,6,693,"No"
6340,6,26,"Yes"
4619,6,277,"Yes"
3153,6,17,"Yes"
8162,6,26,"Yes"
6312,6,863,"No"
7998,6,112,"Yes"
640,6,1026,"No"
7419,6,35,"Yes"
10548,6,960,"No"
7284,6,20,"Yes"
9167,6,976,"No"
10260,6,311,"Yes"
9579,6,106,"Yes"
11100,6,63,"Yes"
10394,6,1479,"No"
8159,6,182,"Yes"
8235,6,843,"No"
3005,6,1650,"No"
9097,6,343,"Yes"
9930,6,1167,"No"
1381,6,324,"Yes"
6001,6,937,"No"
10643,6,653,"No"
9699,6,733,"No"
7270,6,1241,"No"
1291,6,351,"Yes"
193,6,16,"Yes"
9094,6,587,"No"
1012,6,884,"No"
11030,6,16,"Yes"
1087,6,173,"Yes"
8334,6,131,"Yes"
709,6,1103,"No"
4390,6,841,"No"
810,6,641,"No"
2849,6,1180,"No"
10061,6,1088,"No"
1710,6,279,"Yes"
3445,6,957,"No"
4867,6,88,"Yes"
3594,6,747,"No"
6131,6,431,"Yes"
10702,6,450,"Yes"
4864,6,175,"Yes"
9938,6,1600,"No"
2552,6,446,"Yes"
4749,6,586,"No"
1081,6,1019,"No"
10617,6,30,"Yes"
1388,6,112,"Yes"
9451,6,1658,"No"
7384,6,485,"Yes"
10821,6,263,"Yes"
2106,6,34,"Yes"
1453,6,1060,"No"
10681,6,889,"No"
11088,6,1816,"No"
1506,6,140,"Yes"
2747,6,2126,"No"
4828,6,792,"No"
1740,6,999,"No"
10381,6,21,"Yes"
8143,6,265,"Yes"
10913,6,27,"Yes"
5287,6,79,"Yes"
9799,6,1173,"No"
4329,6,16,"Yes"
2415,6,953,"No"
2131,6,1307,"No"
9988,6,860,"No"
9212,6,1678,"No"
6182,6,53,"Yes"
11003,6,50,"Yes"
10241,6,14,"Yes"
7378,6,573,"No"
3878,6,48,"Yes"
3479,6,50,"Yes"
2061,6,99,"Yes"
1456,6,1180,"No"
3174,6,1957,"No"
6387,6,77,"Yes"
3711,6,1902,"No"
2613,6,237,"Yes"
4436,6,137,"Yes"
9460,6,162,"Yes"
7516,6,45,"Yes"
10686,6,21,"Yes"
1743,6,801,"No"
716,6,976,"No"
3498,6,877,"No"
10242,6,75,"Yes"
1473,6,72,"Yes"
4186,6,76,"Yes"
1440,6,1149,"No"
8216,6,325,"Yes"
2245,6,139,"Yes"
6958,6,26,"Yes"
10156,6,1237,"No"
2798,6,1240,"No"
7631,6,989,"No"
2457,6,45,"Yes"
2324,6,1065,"No"
8151,6,263,"Yes"
4174,6,130,"Yes"
6320,6,1508,"No"
10129,6,1456,"No"
5868,6,46,"Yes"
635,6,610,"No"
1672,6,461,"Yes"
3421,6,908,"No"
5510,6,441,"Yes"
11031,6,40,"Yes"
0,6,1198,"No"
8858,6,542,"No"
10812,6,90,"Yes"
67,6,92,"Yes"
4764,6,169,"Yes"
895,6,594,"No"
1377,6,285,"Yes"
8957,6,1120,"No"
2066,6,114,"Yes"
5995,6,384,"Yes"
6605,6,682,"No"
9653,6,68,"Yes"
2874,6,32,"Yes"
4127,6,1529,"No"
7352,6,405,"Yes"
8015,6,1313,"No"
7446,6,716,"No"
1071,6,1034,"No"
2445,6,63,"Yes"
2793,6,1034,"No"
7683,6,787,"No"
1109,6,12,"Yes"
2516,6,78,"Yes"
5956,6,284,"Yes"
2261,6,16,"Yes"
1777,6,74,"Yes"
6289,6,185,"Yes"
3661,6,1435,"No"
10319,6,1286,"No"
3560,6,1574,"No"
8852,6,1080,"No"
3381,6,90,"Yes"
8955,6,49,"Yes"
2118,6,622,"No"
1773,6,57,"Yes"
2350,6,1027,"No"
2478,6,38,"Yes"
9283,6,18,"Yes"
2666,6,907,"No"
10451,6,25,"Yes"
3759,6,1155,"No"
6214,6,79,"Yes"
1459,6,928,"No"
10949,6,1958,"No"
425,6,727,"No"
10779,6,49,"Yes"
1734,6,81,"Yes"
2072,6,1064,"No"
7875,6,1677,"No"
7059,6,1495,"No"
9449,6,605,"No"
8911,6,702,"No"
6287,6,36,"Yes"
8970,6,530,"No"
380,6,1804,"No"
6203,6,1734,"No"
2964,6,72,"Yes"
4216,6,1474,"No"
8017,6,55,"Yes"
9597,6,725,"No"
486,6,1198,"No"
9937,6,576,"No"
3657,6,165,"Yes"
10343,6,1345,"No"
5303,6,1113,"No"
8812,6,48,"Yes"
1277,6,1004,"No"
11074,6,1423,"No"
1772,6,2043,"No"
3265,6,46,"Yes"
3628,6,80,"Yes"
10991,6,850,"No"
6682,6,37,"Yes"
4073,6,1215,"No"
4381,6,235,"Yes"
4432,6,51,"Yes"
433,6,632,"No"
2518,6,30,"Yes"
10581,6,506,"No"
9847,6,587,"No"
5534,6,224,"Yes"
9495,6,1149,"No"
9204,6,1029,"No"
92,6,89,"Yes"
2471,6,299,"Yes"
1517,6,51,"Yes"
4964,6,1158,"No"
437,6,1027,"No"
1065,6,1918,"No"
3829,6,29,"Yes"
4290,6,24,"Yes"
8952,6,859,"No"
999,6,730,"No"
2802,6,961,"No"
5675,6,493,"Yes"
3197,6,670,"No"
7224,6,31,"Yes"
5788,6,209,"Yes"
10629,6,109,"Yes"
4324,6,684,"No"
2406,6,519,"No"
5153,6,1529,"No"
7851,6,926,"No"
9743,6,1910,"No"
3389,6,1533,"No"
10157,6,274,"Yes"
10477,6,102,"Yes"
4608,6,778,"No"
6543,6,1612,"No"
6679,6,16,"Yes"
6168,6,53,"Yes"
8686,6,75,"Yes"
5025,6,135,"Yes"
291,6,981,"No"
4973,6,25,"Yes"
6347,6,36,"Yes"
2461,6,43,"Yes"
8923,6,1587,"No"
1361,6,1435,"No"
9543,6,22,"Yes"
7286,6,55,"Yes"
4418,6,1644,"No"
7628,6,76,"Yes"
5654,6,61,"Yes"
9058,6,1867,"No"
697,6,2047,"No"
6798,6,433,"Yes"
10738,6,65,"Yes"
4990,6,869,"No"
3856,6,1005,"No"
10236,6,64,"Yes"
1729,6,1377,"No"
4122,6,895,"No"
2569,6,46,"Yes"
11075,6,270,"Yes"
347,6,377,"Yes"
2079,6,1208,"No"
6515,6,50,"Yes"
6969,6,233,"Yes"
7275,6,131,"Yes"
7037,6,401,"Yes"
8789,6,274,"Yes"
1518,6,749,"No"
10099,6,882,"No"
8041,6,1092,"No"
10175,6,22,"Yes"
3386,6,137,"Yes"
5966,6,215,"Yes"
10796,6,66,"Yes"
3139,6,2052,"No"
9727,6,81,"Yes"
4855,6,46,"Yes"
10390,6,30,"Yes"
4136,6,119,"Yes"
5331,6,1869,"No"
2004,6,1168,"No"
692,6,16,"Yes"
6950,6,54,"Yes"
9553,6,15,"Yes"
7375,6,576,"No"
8749,6,61,"Yes"
5332,6,1066,"No"
2174,6,27,"Yes"
8312,6,43,"Yes"
5010,6,34,"Yes"
4211,6,57,"Yes"
3076,6,612,"No"
3075,6,382,"Yes"
3334,6,2211,"No"
7899,6,1680,"No"
10380,6,106,"Yes"
4687,6,1633,"No"
8310,6,1459,"No"
9150,6,62,"Yes"
10858,6,820,"No"
11121,6,70,"Yes"
8093,6,914,"No"
1818,6,38,"Yes"
10141,6,20,"Yes"
6940,6,223,"Yes"
1600,6,411,"Yes"
9780,6,795,"No"
771,6,194,"Yes"
4442,6,177,"Yes"
5959,6,199,"Yes"
4609,6,486,"Yes"
2154,6,44,"Yes"
2088,6,1631,"No"
1497,6,407,"Yes"
9931,6,9,"Yes"
5462,6,1174,"No"
3439,6,296,"Yes"
7966,6,1191,"No"
10299,6,882,"No"
1618,6,692,"No"
1402,6,1253,"No"
6357,6,491,"Yes"
3104,6,2006,"No"
1763,6,2524,"No"
3363,6,34,"Yes"
1,6,577,"No"
9850,6,19,"Yes"
7999,6,1743,"No"
7007,6,63,"Yes"
7725,6,641,"No"
8275,6,20,"Yes"
9888,6,1091,"No"
8783,6,454,"Yes"
4437,6,260,"Yes"
8527,6,395,"Yes"
8931,6,1761,"No"
8541,6,41,"Yes"
9081,6,25,"Yes"
8369,6,28,"Yes"
7244,6,124,"Yes"
4927,6,68,"Yes"
10711,6,894,"No"
773,6,595,"No"
146,6,1323,"No"
8341,6,34,"Yes"
5221,6,879,"No"
9392,6,17,"Yes"
738,6,182,"Yes"
10936,6,1947,"No"
1676,6,266,"Yes"
7030,6,1485,"No"
1958,6,660,"No"
5150,6,47,"Yes"
1386,6,11,"Yes"
10619,6,1990,"No"
3433,6,981,"No"
4656,6,710,"No"
238,6,1082,"No"
5558,6,1685,"No"
737,6,2231,"No"
7247,6,606,"No"
9760,6,1198,"No"
569,6,1991,"No"
5029,6,14,"Yes"
2258,6,42,"Yes"
10552,6,367,"Yes"
5975,6,57,"Yes"
798,6,27,"Yes"
7829,6,65,"Yes"
8996,6,603,"No"
8722,6,1853,"No"
4339,6,913,"No"
6260,6,1957,"No"
6859,6,99,"Yes"
2337,6,39,"Yes"
10507,6,797,"No"
4767,6,1363,"No"
7106,6,1242,"No"
905,6,84,"Yes"
3551,6,198,"Yes"
4088,6,155,"Yes"
3598,6,606,"No"
2895,6,195,"Yes"
5824,6,8,"Yes"
2926,6,1374,"No"
1379,6,241,"Yes"
7573,6,86,"Yes"
1448,6,51,"Yes"
5513,6,40,"Yes"
7791,6,25,"Yes"
9999,6,1040,"No"
9645,6,1338,"No"
17,6,1028,"No"
6050,6,1513,"No"
5223,6,66,"Yes"
7212,6,65,"Yes"
1029,6,279,"Yes"
10521,6,174,"Yes"
9485,6,199,"Yes"
2909,6,1264,"No"
2968,6,902,"No"
1245,6,1371,"No"
9949,6,877,"No"
10486,6,990,"No"
5798,6,985,"No"
5048,6,131,"Yes"
5300,6,70,"Yes"
2437,6,1611,"No"
4227,6,55,"Yes"
2875,6,906,"No"
8373,6,29,"Yes"
955,6,240,"Yes"
3859,6,1095,"No"
274,6,34,"Yes"
1876,6,85,"Yes"
5633,6,231,"Yes"
8629,6,41,"Yes"
1103,6,2053,"No"
8842,6,44,"Yes"
3006,6,43,"Yes"
11013,6,938,"No"
221,6,242,"Yes"
4001,6,444,"Yes"
2002,6,1870,"No"
11133,6,424,"Yes"
2589,6,59,"Yes"
4887,6,63,"Yes"
10951,6,306,"Yes"
6606,6,1161,"No"
8430,6,22,"Yes"
3270,6,128,"Yes"
8920,6,1128,"No"
2882,6,995,"No"
3376,6,235,"Yes"
3547,6,64,"Yes"
10270,6,66,"Yes"
2202,6,69,"Yes"
968,6,187,"Yes"
4491,6,1178,"No"
6439,6,1102,"No"
326,6,315,"Yes"
3120,6,22,"Yes"
9925,6,216,"Yes"
5342,6,29,"Yes"
1225,6,1495,"No"
7787,6,819,"No"
10144,6,576,"No"
3225,6,265,"Yes"
7699,6,258,"Yes"
2304,6,770,"No"
8180,6,310,"Yes"
3283,6,909,"No"
5831,6,1815,"No"
11071,6,1923,"No"
8523,6,60,"Yes"
7261,6,318,"Yes"
3565,6,72,"Yes"
8692,6,240,"Yes"
4944,6,777,"No"
8439,6,902,"No"
1867,6,1336,"No"
4297,6,40,"Yes"
8514,6,20,"Yes"
6982,6,1581,"No"
7004,6,84,"Yes"
8524,6,101,"Yes"
3697,6,134,"Yes"
1715,6,48,"Yes"
520,6,30,"Yes"
4037,6,20,"Yes"
7494,6,269,"Yes"
55,6,597,"No"
7987,6,460,"Yes"
4827,6,455,"Yes"
