"customer_id","recency","frequency","inactive"
9274,44,6,"No"
5596,44,6,"No"
9076,44,6,"No"
2694,44,6,"No"
6935,44,6,"No"
10613,44,6,"No"
3507,44,6,"No"
10176,44,6,"No"
4646,44,6,"No"
1044,44,6,"No"
10403,43,6,"No"
3783,43,6,"No"
11007,43,6,"No"
5299,43,6,"No"
9145,43,6,"No"
10381,43,6,"No"
1016,43,6,"No"
9738,43,6,"No"
10212,43,6,"No"
10727,43,6,"No"
5267,43,6,"No"
1717,43,6,"No"
7186,43,6,"No"
10069,43,6,"No"
4394,43,6,"No"
6872,43,6,"No"
1143,43,6,"No"
10010,43,6,"No"
5848,43,6,"No"
4329,43,6,"No"
5394,42,6,"No"
4756,42,6,"No"
10839,42,6,"No"
6958,42,6,"No"
521,42,6,"No"
8181,42,6,"No"
6320,42,6,"No"
10469,42,6,"No"
3661,42,6,"No"
5376,42,6,"No"
10856,42,6,"No"
433,42,6,"No"
3321,42,6,"No"
4324,42,6,"No"
1867,42,6,"No"
5303,42,6,"No"
1340,42,6,"No"
9829,42,6,"No"
4679,42,6,"No"
3602,42,6,"No"
9750,41,6,"No"
10581,41,6,"No"
3710,41,6,"No"
4084,41,6,"No"
9360,41,6,"No"
5207,41,6,"No"
6682,41,6,"No"
4055,41,6,"No"
3463,41,6,"No"
1927,41,6,"No"
8135,41,6,"No"
4767,41,6,"No"
437,41,6,"No"
4331,41,6,"No"
7010,41,6,"No"
6246,40,6,"No"
7943,40,6,"No"
8783,40,6,"No"
9121,40,6,"No"
1055,40,6,"No"
4643,40,6,"No"
10525,40,6,"No"
9405,40,6,"No"
10207,40,6,"No"
8147,40,6,"No"
7431,40,6,"No"
178,40,6,"No"
1458,40,6,"No"
2176,40,6,"No"
10790,40,6,"No"
10767,40,6,"No"
8402,40,6,"No"
4838,40,6,"No"
10219,40,6,"No"
7503,40,6,"No"
2308,40,6,"No"
4654,40,6,"No"
6103,40,6,"No"
1403,40,6,"No"
5802,40,6,"No"
5835,39,6,"No"
6197,39,6,"No"
10242,39,6,"No"
49,39,6,"No"
6566,39,6,"No"
7901,39,6,"No"
9094,39,6,"No"
10475,39,6,"No"
6613,39,6,"No"
4201,39,6,"No"
2471,39,6,"No"
8523,39,6,"No"
5092,39,6,"No"
6919,39,6,"No"
4973,39,6,"No"
6387,39,6,"No"
5866,39,6,"No"
9847,39,6,"No"
898,39,6,"No"
8722,38,6,"No"
10858,38,6,"No"
9336,38,6,"No"
6875,38,6,"No"
1109,38,6,"No"
905,38,6,"No"
9185,38,6,"No"
5036,38,6,"No"
1773,38,6,"No"
2156,38,6,"No"
326,38,6,"No"
6728,38,6,"No"
5370,38,6,"No"
2499,38,6,"No"
4856,38,6,"No"
10967,38,6,"No"
2174,38,6,"No"
9797,38,6,"No"
2098,38,6,"No"
2569,38,6,"No"
3197,38,6,"No"
10151,38,6,"No"
7079,38,6,"No"
8925,38,6,"No"
10473,38,6,"No"
11100,37,6,"No"
2055,37,6,"No"
7235,37,6,"No"
5107,37,6,"No"
8527,37,6,"No"
1734,37,6,"No"
1626,37,6,"No"
2131,37,6,"No"
10350,37,6,"No"
1968,37,6,"No"
6516,37,6,"No"
11075,37,6,"No"
6428,37,6,"No"
6658,37,6,"No"
11071,37,6,"No"
4552,37,6,"No"
5336,37,6,"No"
10377,37,6,"No"
10591,37,6,"No"
6439,37,6,"No"
7660,37,6,"No"
4339,37,6,"No"
9617,37,6,"No"
9862,37,6,"No"
1646,36,6,"No"
907,36,6,"No"
3859,36,6,"No"
1150,36,6,"No"
7736,36,6,"No"
3867,36,6,"No"
7718,36,6,"No"
9949,36,6,"No"
6885,36,6,"No"
9206,36,6,"No"
4611,36,6,"No"
8605,36,6,"No"
4530,36,6,"No"
10757,36,6,"No"
6181,36,6,"No"
3265,36,6,"No"
942,36,6,"No"
4418,36,6,"No"
5304,35,6,"No"
10129,35,6,"No"
5423,35,6,"No"
3334,35,6,"No"
807,35,6,"No"
35,35,6,"No"
8908,35,6,"No"
738,35,6,"No"
2570,35,6,"No"
4426,35,6,"No"
3834,35,6,"No"
10489,35,6,"No"
4791,35,6,"No"
2426,35,6,"No"
8041,35,6,"No"
590,35,6,"No"
3584,35,6,"No"
6864,34,6,"No"
7378,34,6,"No"
6263,34,6,"No"
1987,34,6,"No"
2493,34,6,"No"
2281,34,6,"No"
3924,34,6,"No"
7034,34,6,"No"
7631,34,6,"No"
7275,34,6,"No"
4472,34,6,"No"
8086,34,6,"No"
9216,34,6,"No"
8334,34,6,"No"
3759,34,6,"No"
5654,34,6,"No"
10617,34,6,"No"
965,34,6,"No"
2797,34,6,"No"
1859,34,6,"No"
9097,34,6,"No"
3934,34,6,"No"
2072,34,6,"No"
113,33,6,"No"
2154,33,6,"No"
7500,33,6,"No"
199,33,6,"No"
1448,33,6,"No"
2612,33,6,"No"
7725,33,6,"No"
359,33,6,"No"
8842,33,6,"No"
6050,33,6,"No"
6887,33,6,"No"
9204,33,6,"No"
2868,33,6,"No"
2724,33,6,"No"
2256,33,6,"No"
4216,33,6,"No"
1100,33,6,"No"
5025,32,6,"No"
3491,32,6,"No"
5832,32,6,"No"
75,32,6,"No"
4377,32,6,"No"
3037,32,6,"No"
9850,32,6,"No"
5117,32,6,"No"
569,32,6,"No"
7610,32,6,"No"
4698,32,6,"No"
9449,32,6,"No"
8104,32,6,"No"
4543,32,6,"No"
6497,32,6,"No"
948,32,6,"No"
6421,32,6,"No"
3517,32,6,"No"
3102,32,6,"No"
6177,32,6,"No"
5544,32,6,"No"
8650,31,6,"No"
5342,31,6,"No"
2379,31,6,"No"
7437,31,6,"No"
749,31,6,"No"
9396,31,6,"No"
3790,31,6,"No"
3107,31,6,"No"
933,31,6,"No"
477,31,6,"No"
2882,31,6,"No"
1008,31,6,"No"
255,31,6,"No"
7411,31,6,"No"
1503,31,6,"No"
5710,31,6,"No"
3262,31,6,"No"
607,31,6,"No"
8314,30,6,"No"
7873,30,6,"No"
3129,30,6,"No"
9967,30,6,"No"
2625,30,6,"No"
7516,30,6,"No"
6859,30,6,"No"
10602,30,6,"No"
6690,30,6,"No"
5289,30,6,"No"
2186,30,6,"No"
7832,30,6,"No"
1087,30,6,"No"
7699,30,6,"No"
5121,30,6,"No"
5424,30,6,"No"
6798,30,6,"No"
271,30,6,"No"
5236,30,6,"No"
10699,30,6,"No"
3220,30,6,"No"
6384,30,6,"No"
3762,30,6,"No"
10383,30,6,"No"
938,30,6,"No"
9478,30,6,"No"
5534,30,6,"No"
10548,30,6,"No"
347,30,6,"No"
7488,30,6,"No"
1676,30,6,"No"
4168,30,6,"No"
1277,29,6,"No"
153,29,6,"No"
4023,29,6,"No"
4137,29,6,"No"
5350,29,6,"No"
6312,29,6,"No"
10619,29,6,"No"
3595,29,6,"No"
10524,29,6,"No"
6357,29,6,"No"
9931,29,6,"No"
5735,29,6,"No"
4406,29,6,"No"
9495,29,6,"No"
5961,29,6,"No"
7828,29,6,"No"
6255,29,6,"No"
3578,29,6,"No"
1777,29,6,"No"
1518,29,6,"No"
10061,29,6,"No"
6679,29,6,"No"
4945,29,6,"No"
9316,29,6,"No"
2036,29,6,"No"
7922,29,6,"No"
2631,29,6,"No"
8614,29,6,"No"
615,29,6,"No"
6168,28,6,"No"
3551,28,6,"No"
3870,28,6,"No"
2826,28,6,"No"
6222,28,6,"No"
7798,28,6,"No"
6299,28,6,"No"
8230,28,6,"No"
4299,28,6,"No"
9973,28,6,"No"
4444,28,6,"No"
8746,28,6,"No"
4656,28,6,"No"
4686,28,6,"No"
10736,28,6,"No"
10971,28,6,"No"
498,28,6,"No"
626,28,6,"No"
6652,28,6,"No"
10163,28,6,"No"
4338,28,6,"No"
7352,28,6,"No"
10928,28,6,"No"
8486,27,6,"No"
8029,27,6,"No"
4436,27,6,"No"
9119,27,6,"No"
10981,27,6,"No"
10065,27,6,"No"
10343,27,6,"No"
1158,27,6,"No"
10390,27,6,"No"
762,27,6,"No"
5955,27,6,"No"
10140,27,6,"No"
3267,27,6,"No"
10573,27,6,"No"
4207,27,6,"No"
10277,27,6,"No"
4376,27,6,"No"
2286,27,6,"No"
3091,27,6,"No"
486,27,6,"No"
8420,27,6,"No"
709,27,6,"No"
2929,27,6,"No"
6694,27,6,"No"
2574,27,6,"No"
6281,27,6,"No"
1029,27,6,"No"
6182,26,6,"No"
1012,26,6,"No"
10432,26,6,"No"
10196,26,6,"No"
1542,26,6,"No"
1506,26,6,"No"
7532,26,6,"No"
5564,26,6,"No"
6347,26,6,"No"
1361,26,6,"No"
9422,26,6,"No"
4141,26,6,"No"
6818,26,6,"No"
1940,26,6,"No"
8346,26,6,"No"
5453,26,6,"No"
1081,26,6,"No"
7807,26,6,"No"
6961,26,6,"No"
7458,26,6,"No"
4220,26,6,"No"
10395,25,6,"No"
1351,25,6,"No"
2829,25,6,"No"
5684,25,6,"No"
9291,25,6,"No"
8594,25,6,"No"
2945,25,6,"No"
5909,25,6,"No"
1523,25,6,"No"
8492,25,6,"No"
1456,25,6,"No"
5527,25,6,"No"
8754,25,6,"No"
7627,25,6,"No"
4310,25,6,"No"
1839,25,6,"No"
10629,25,6,"No"
5628,25,6,"No"
9855,25,6,"No"
2849,25,6,"No"
9984,25,6,"No"
1592,25,6,"No"
975,25,6,"No"
6950,25,6,"No"
9972,25,6,"No"
6215,24,6,"No"
2807,24,6,"No"
793,24,6,"No"
6504,24,6,"No"
1378,24,6,"No"
3153,24,6,"No"
4286,24,6,"No"
9760,24,6,"No"
1377,24,6,"No"
2535,24,6,"No"
5907,24,6,"No"
4944,24,6,"No"
4096,24,6,"No"
8832,24,6,"No"
4607,24,6,"No"
7505,24,6,"No"
968,24,6,"No"
1175,24,6,"No"
5991,24,6,"No"
6983,24,6,"No"
7101,24,6,"No"
2495,24,6,"No"
7224,24,6,"No"
1052,24,6,"No"
5329,24,6,"No"
3436,24,6,"No"
9909,24,6,"No"
9483,24,6,"No"
2428,23,6,"No"
1726,23,6,"No"
6646,23,6,"No"
2782,23,6,"No"
8268,23,6,"No"
6892,23,6,"No"
11112,23,6,"No"
11004,23,6,"No"
4261,23,6,"No"
7861,23,6,"No"
2457,23,6,"No"
10711,23,6,"No"
4248,23,6,"No"
3011,23,6,"No"
5872,23,6,"No"
1818,23,6,"No"
9485,23,6,"No"
11187,23,6,"No"
5758,23,6,"No"
10643,23,6,"No"
1802,23,6,"No"
7451,23,6,"No"
2173,23,6,"No"
10560,23,6,"No"
2114,23,6,"No"
9432,23,6,"No"
5232,23,6,"No"
1162,23,6,"No"
8773,22,6,"No"
1740,22,6,"No"
4088,22,6,"No"
10430,22,6,"No"
8341,22,6,"No"
4971,22,6,"No"
10766,22,6,"No"
7786,22,6,"No"
6466,22,6,"No"
8737,22,6,"No"
10846,22,6,"No"
9971,22,6,"No"
2371,22,6,"No"
2811,21,6,"No"
8369,21,6,"No"
2666,21,6,"No"
10099,21,6,"No"
1685,21,6,"No"
8643,21,6,"No"
10562,21,6,"No"
2877,21,6,"No"
7881,21,6,"No"
5209,21,6,"No"
10128,21,6,"No"
6233,21,6,"No"
9284,21,6,"No"
6721,21,6,"No"
10127,21,6,"No"
9150,21,6,"No"
195,21,6,"No"
5204,21,6,"No"
1501,21,6,"No"
5493,21,6,"No"
2587,21,6,"No"
4702,20,6,"No"
9648,20,6,"No"
7444,20,6,"No"
5320,20,6,"No"
9955,20,6,"No"
4322,20,6,"No"
9260,20,6,"No"
4939,20,6,"No"
2408,20,6,"No"
3955,20,6,"No"
2942,20,6,"No"
6422,20,6,"No"
3697,20,6,"No"
8652,20,6,"No"
7196,20,6,"No"
3690,20,6,"No"
3667,20,6,"No"
1381,20,6,"No"
2874,20,6,"No"
5313,20,6,"No"
10951,20,6,"No"
4855,19,6,"No"
4415,19,6,"No"
5049,19,6,"No"
5512,19,6,"No"
3645,19,6,"No"
4692,19,6,"No"
2162,19,6,"No"
6355,19,6,"No"
3619,19,6,"No"
3967,19,6,"No"
4967,19,6,"No"
10102,19,6,"No"
9215,19,6,"No"
9369,19,6,"No"
6931,19,6,"No"
9242,19,6,"No"
8416,19,6,"No"
3711,19,6,"No"
2727,19,6,"No"
5255,19,6,"No"
9596,19,6,"No"
7959,19,6,"No"
3525,19,6,"No"
2139,19,6,"No"
10595,19,6,"No"
1064,18,6,"No"
4608,18,6,"No"
6521,18,6,"No"
8207,18,6,"No"
1581,18,6,"No"
535,18,6,"No"
10991,18,6,"No"
9560,18,6,"No"
7414,18,6,"No"
11056,18,6,"No"
7384,18,6,"No"
8962,18,6,"No"
6409,18,6,"No"
10552,18,6,"No"
3076,18,6,"No"
7000,18,6,"No"
4712,18,6,"No"
9507,18,6,"No"
11086,18,6,"No"
3478,17,6,"No"
10785,17,6,"No"
9212,17,6,"No"
5718,17,6,"No"
7999,17,6,"No"
3629,17,6,"No"
9392,17,6,"No"
4673,17,6,"No"
4741,17,6,"No"
6471,17,6,"No"
1092,17,6,"No"
10146,17,6,"No"
11101,17,6,"No"
7848,17,6,"No"
3769,17,6,"No"
796,17,6,"No"
618,17,6,"No"
10983,17,6,"No"
380,17,6,"No"
1880,17,6,"No"
10133,16,6,"No"
8443,16,6,"No"
10796,16,6,"No"
10779,16,6,"No"
9530,16,6,"No"
2613,16,6,"No"
6072,16,6,"No"
7446,16,6,"No"
87,16,6,"No"
10477,16,6,"No"
9653,16,6,"No"
6507,16,6,"No"
10241,16,6,"No"
3388,16,6,"No"
9289,16,6,"No"
8933,16,6,"No"
1459,16,6,"No"
247,16,6,"No"
2518,16,6,"No"
9463,16,6,"No"
9725,16,6,"No"
5782,15,6,"No"
8524,15,6,"No"
7533,15,6,"No"
9493,15,6,"No"
7393,15,6,"No"
2253,15,6,"No"
5093,15,6,"No"
7141,15,6,"No"
10609,15,6,"No"
1876,15,6,"No"
4713,15,6,"No"
5726,15,6,"No"
2326,15,6,"No"
5231,15,6,"No"
3766,15,6,"No"
1307,15,6,"No"
5029,14,6,"No"
7042,14,6,"No"
10795,14,6,"No"
6878,14,6,"No"
5031,14,6,"No"
6982,14,6,"No"
4390,14,6,"No"
9668,14,6,"No"
7143,14,6,"No"
1729,14,6,"No"
9362,14,6,"No"
4099,14,6,"No"
10507,14,6,"No"
4609,14,6,"No"
1577,14,6,"No"
1970,14,6,"No"
5929,14,6,"No"
3865,14,6,"No"
10664,14,6,"No"
9727,13,6,"No"
8779,13,6,"No"
6271,13,6,"No"
4459,13,6,"No"
10642,13,6,"No"
8234,13,6,"No"
3678,13,6,"No"
4931,13,6,"No"
7600,13,6,"No"
1650,13,6,"No"
291,13,6,"No"
3050,13,6,"No"
6431,13,6,"No"
10681,13,6,"No"
3698,13,6,"No"
6205,13,6,"No"
5156,13,6,"No"
5302,13,6,"No"
9635,13,6,"No"
6406,13,6,"No"
9701,13,6,"No"
10789,13,6,"No"
7002,13,6,"No"
6116,13,6,"No"
8164,13,6,"No"
9213,13,6,"No"
5626,13,6,"No"
9780,12,6,"No"
7573,12,6,"No"
10401,12,6,"No"
4828,12,6,"No"
9303,12,6,"No"
9790,12,6,"No"
1446,12,6,"No"
2324,12,6,"No"
4992,12,6,"No"
7366,12,6,"No"
6853,12,6,"No"
1379,12,6,"No"
7793,12,6,"No"
11176,12,6,"No"
92,12,6,"No"
3312,12,6,"No"
5080,12,6,"No"
3547,12,6,"No"
8707,12,6,"No"
7849,12,6,"No"
1891,12,6,"No"
4808,12,6,"No"
8923,12,6,"No"
9699,12,6,"No"
4186,11,6,"No"
1048,11,6,"No"
252,11,6,"No"
1183,11,6,"No"
9860,11,6,"No"
10490,11,6,"No"
3427,11,6,"No"
1994,11,6,"No"
1419,11,6,"No"
2715,11,6,"No"
5067,11,6,"No"
9262,11,6,"No"
10281,11,6,"No"
4557,11,6,"No"
979,11,6,"No"
6606,11,6,"No"
11191,11,6,"No"
3403,11,6,"No"
967,11,6,"No"
8911,11,6,"No"
5892,11,6,"No"
2677,11,6,"No"
6720,11,6,"No"
7494,11,6,"No"
2552,11,6,"No"
1388,11,6,"No"
10240,10,6,"No"
3885,10,6,"No"
8036,10,6,"No"
4301,10,6,"No"
7381,10,6,"No"
2521,10,6,"No"
6404,10,6,"No"
1384,10,6,"No"
2793,10,6,"No"
11003,10,6,"No"
2407,10,6,"No"
9597,10,6,"No"
977,10,6,"No"
10150,10,6,"No"
8026,10,6,"No"
8702,10,6,"No"
9064,10,6,"No"
2632,10,6,"No"
5429,10,6,"No"
1071,10,6,"No"
577,10,6,"No"
5074,10,6,"No"
2634,10,6,"No"
8566,10,6,"No"
8159,10,6,"No"
7628,10,6,"No"
1515,9,6,"No"
2387,9,6,"No"
1463,9,6,"No"
6019,9,6,"No"
3277,9,6,"No"
10855,9,6,"No"
263,9,6,"No"
10909,9,6,"No"
6424,9,6,"No"
8233,9,6,"No"
11025,9,6,"No"
10084,9,6,"No"
8897,9,6,"No"
3524,9,6,"No"
8362,9,6,"No"
4619,9,6,"No"
10232,9,6,"No"
3376,9,6,"No"
10095,9,6,"No"
940,9,6,"No"
5547,9,6,"No"
1618,9,6,"No"
25,9,6,"No"
466,9,6,"No"
9986,8,6,"No"
7261,8,6,"No"
10995,8,6,"No"
3009,8,6,"No"
9930,8,6,"No"
1570,8,6,"No"
8235,8,6,"No"
5682,8,6,"No"
760,8,6,"No"
10949,8,6,"No"
232,8,6,"No"
7408,8,6,"No"
9723,8,6,"No"
6518,8,6,"No"
7284,8,6,"No"
7373,8,6,"No"
2452,8,6,"No"
1497,8,6,"No"
10669,8,6,"No"
10270,8,6,"No"
5331,8,6,"No"
4290,8,6,"No"
9529,8,6,"No"
5621,8,6,"No"
5519,8,6,"No"
7349,7,6,"No"
2930,7,6,"No"
2546,7,6,"No"
10905,7,6,"No"
7872,7,6,"No"
8318,7,6,"No"
3005,7,6,"No"
1212,7,6,"No"
2541,7,6,"No"
8216,7,6,"No"
10659,7,6,"No"
8910,7,6,"No"
2814,6,6,"No"
8799,6,6,"No"
4320,6,6,"No"
1911,6,6,"No"
944,6,6,"No"
10814,6,6,"No"
2711,6,6,"No"
8545,6,6,"No"
7342,6,6,"No"
67,6,6,"No"
3498,6,6,"No"
10862,6,6,"No"
10673,6,6,"No"
6184,6,6,"No"
6343,6,6,"No"
2870,6,6,"No"
9923,6,6,"No"
4198,6,6,"No"
8151,6,6,"No"
10451,6,6,"No"
8275,6,6,"No"
9323,5,6,"No"
6678,5,6,"No"
1407,5,6,"No"
624,5,6,"No"
830,5,6,"No"
2261,5,6,"No"
6770,5,6,"No"
10641,5,6,"No"
10089,5,6,"No"
10356,5,6,"No"
6365,5,6,"No"
1146,5,6,"No"
1031,5,6,"No"
4211,5,6,"No"
9256,5,6,"No"
850,4,6,"No"
8996,4,6,"No"
9504,4,6,"No"
2534,4,6,"No"
7233,4,6,"No"
1349,4,6,"No"
8430,4,6,"No"
4477,4,6,"No"
10177,4,6,"No"
3799,4,6,"No"
1945,4,6,"No"
8920,4,6,"No"
6815,4,6,"No"
254,4,6,"No"
5172,4,6,"No"
2130,4,6,"No"
11084,4,6,"No"
2296,4,6,"No"
8755,4,6,"No"
2404,4,6,"No"
10832,4,6,"No"
7685,4,6,"No"
3025,4,6,"No"
8581,4,6,"No"
8619,4,6,"No"
2429,4,6,"No"
6310,4,6,"No"
6379,3,6,"No"
1041,3,6,"No"
4785,3,6,"No"
158,3,6,"No"
492,3,6,"No"
6183,3,6,"No"
8278,3,6,"No"
9888,3,6,"No"
873,3,6,"No"
6715,3,6,"No"
8461,3,6,"No"
4491,3,6,"No"
11133,3,6,"No"
4399,3,6,"No"
3878,3,6,"No"
9612,3,6,"No"
4002,3,6,"No"
4452,3,6,"No"
9970,3,6,"No"
1631,3,6,"No"
10676,3,6,"No"
4827,3,6,"No"
7279,3,6,"No"
10582,3,6,"No"
10914,3,6,"No"
4098,3,6,"No"
4470,3,6,"No"
8601,3,6,"No"
3896,3,6,"No"
4405,2,6,"No"
6287,2,6,"No"
7264,2,6,"No"
9080,2,6,"No"
4877,2,6,"No"
4114,2,6,"No"
4246,2,6,"No"
10286,2,6,"No"
5332,2,6,"No"
7022,2,6,"No"
1857,2,6,"No"
3066,2,6,"No"
1992,2,6,"No"
5510,2,6,"No"
1519,2,6,"No"
9999,2,6,"No"
1772,2,6,"No"
10352,2,6,"No"
7990,2,6,"No"
1619,2,6,"No"
6398,2,6,"No"
5341,2,6,"No"
3887,2,6,"No"
7919,2,6,"No"
4865,2,6,"No"
4867,2,6,"No"
10623,2,6,"No"
3112,2,6,"No"
5794,1,6,"No"
1402,1,6,"No"
2681,1,6,"No"
3767,1,6,"No"
8805,1,6,"No"
3725,1,6,"No"
340,1,6,"No"
7030,1,6,"No"
9595,1,6,"No"
3657,1,6,"No"
1524,1,6,"No"
3158,1,6,"No"
8890,1,6,"No"
453,1,6,"No"
7962,1,6,"No"
9687,1,6,"No"
5585,1,6,"No"
10141,1,6,"No"
5824,1,6,"No"
9264,1,6,"No"
3068,1,6,"No"
5114,1,6,"No"
1241,1,6,"No"
5740,1,6,"No"
2795,0,6,"No"
2079,0,6,"No"
5985,0,6,"No"
10470,0,6,"No"
4065,0,6,"No"
4073,0,6,"No"
2285,0,6,"No"
5430,0,6,"No"
10521,0,6,"No"
1386,0,6,"No"
4047,0,6,"No"
10530,0,6,"No"
10968,0,6,"No"
2964,0,6,"No"
5642,0,6,"No"
10311,0,6,"No"
10476,0,6,"No"
9477,0,6,"No"
1826,0,6,"No"
1,0,6,"No"
10175,0,6,"No"
8432,0,6,"No"
837,0,6,"No"
5371,0,6,"No"
7348,0,6,"No"
1991,0,6,"No"
115,0,6,"No"
1473,0,6,"No"
