"customer_id","recency","frequency","monetary"
7500,33,6,564
7503,40,6,2209
7505,24,6,46
7514,74,6,177
7516,30,6,45
7521,57,6,1574
7527,97,6,76
7530,48,6,138
7532,26,6,132
7533,15,6,187
7540,52,6,270
7573,12,6,86
7574,80,6,41
7592,86,6,209
7600,13,6,29
7610,32,6,460
7613,97,6,326
7617,83,6,163
7620,71,6,106
7627,25,6,2086
7628,10,6,76
7629,46,6,31
7631,34,6,989
7646,70,6,805
7660,37,6,49
7679,48,6,28
7683,80,6,787
7685,4,6,78
7698,81,6,191
7699,30,6,258
7706,88,6,1048
7712,68,6,634
7718,36,6,711
7723,56,6,1440
7725,33,6,641
7732,81,6,745
7734,58,6,1216
7736,36,6,61
7755,91,6,411
7761,71,6,109
7786,22,6,160
7787,83,6,819
7788,53,6,10
7789,96,6,1672
7791,89,6,25
7793,12,6,800
7798,28,6,429
7801,87,6,728
7807,26,6,369
7822,56,6,662
7828,29,6,818
7829,99,6,65
7832,30,6,1526
7842,54,6,74
7848,17,6,368
7849,12,6,1052
7851,60,6,926
7861,23,6,1175
7872,7,6,557
7873,30,6,300
7875,46,6,1677
7881,21,6,1033
7892,89,6,75
7899,70,6,1680
7901,39,6,22
7912,69,6,103
7919,2,6,2092
7922,29,6,966
7930,74,6,268
7937,86,6,58
7938,92,6,449
7943,40,6,35
7947,99,6,37
7959,19,6,1370
7960,89,6,1382
7962,1,6,1901
7966,48,6,1191
7972,79,6,1151
7987,96,6,460
7990,2,6,17
7998,77,6,112
7999,17,6,1743
8008,54,6,119
8015,88,6,1313
8017,83,6,55
8026,10,6,463
8029,27,6,1621
8036,10,6,63
8041,35,6,1092
8070,98,6,264
8079,86,6,55
8080,50,6,22
8082,75,6,34
8086,34,6,55
8091,50,6,1106
8093,72,6,914
8104,32,6,278
8132,88,6,661
8135,41,6,52
8140,51,6,95
8143,49,6,265
8146,84,6,54
8147,40,6,48
8148,88,6,859
8151,6,6,263
8159,10,6,182
8162,88,6,26
8164,13,6,1908
8175,71,6,137
8180,53,6,310
8181,42,6,177
8182,91,6,121
8204,93,6,1319
8207,18,6,40
8210,64,6,405
8212,89,6,174
8213,71,6,96
8216,7,6,325
8230,28,6,71
8233,9,6,556
8234,13,6,18
8235,8,6,843
8254,48,6,23
8268,23,6,404
8275,6,6,20
8278,3,6,1711
8286,55,6,122
8299,46,6,71
8310,96,6,1459
8312,80,6,43
8314,30,6,1772
8315,65,6,23
8318,7,6,1738
8334,34,6,131
8341,22,6,34
8346,26,6,296
8360,76,6,198
8362,9,6,1919
8369,21,6,28
8370,50,6,1159
8372,81,6,30
8373,94,6,29
8375,63,6,518
8387,68,6,235
8395,48,6,1511
8397,82,6,34
8402,40,6,794
8405,83,6,305
8414,76,6,86
8416,19,6,44
8418,60,6,61
8420,27,6,64
8427,78,6,1540
8430,4,6,22
8432,0,6,684
8439,97,6,902
8442,63,6,30
8443,16,6,86
8461,3,6,16
8462,52,6,80
8475,98,6,1608
8477,61,6,28
8486,27,6,367
8492,25,6,1493
8504,70,6,1366
8514,59,6,20
8523,39,6,60
8524,15,6,101
8527,37,6,395
8534,51,6,992
8537,60,6,1429
8541,98,6,41
8545,6,6,1789
8553,65,6,42
8557,57,6,46
8560,94,6,680
8562,72,6,236
8566,10,6,9
8581,4,6,751
8584,54,6,1165
8588,92,6,289
8594,25,6,135
8595,99,6,67
8601,3,6,1395
8602,97,6,1049
8605,36,6,68
8614,29,6,507
8619,4,6,22
8624,61,6,928
8625,70,6,45
8629,71,6,41
8643,21,6,1662
8650,31,6,42
8652,20,6,317
8659,50,6,1038
8663,85,6,15
8685,56,6,436
8686,65,6,75
8687,54,6,486
8690,73,6,1385
8692,50,6,240
8700,86,6,66
8702,10,6,22
8707,12,6,1401
8717,56,6,1835
8720,53,6,1679
8722,38,6,1853
8724,57,6,46
8726,57,6,174
8727,63,6,1150
8732,81,6,1461
8737,22,6,43
8746,28,6,1188
8749,68,6,61
8754,25,6,20
8755,4,6,1196
8773,22,6,322
8775,74,6,137
8779,13,6,172
8780,71,6,507
8783,40,6,454
8786,52,6,450
8789,77,6,274
8799,6,6,153
8800,53,6,902
8805,1,6,371
8812,45,6,48
8825,46,6,564
8832,24,6,123
8842,33,6,44
8852,80,6,1080
8858,69,6,542
8867,90,6,2126
8870,68,6,497
8876,49,6,152
8890,1,6,272
8895,68,6,968
8897,9,6,654
8908,35,6,1097
8910,7,6,252
8911,11,6,702
8916,78,6,16
8920,4,6,1128
8923,12,6,1587
8925,38,6,1012
8931,82,6,1761
8932,57,6,1531
8933,16,6,66
8939,49,6,730
8945,46,6,203
8952,96,6,859
8953,94,6,35
8955,54,6,49
8957,51,6,1120
8962,18,6,37
8969,59,6,1141
8970,93,6,530
8975,47,6,69
8977,51,6,24
8985,54,6,1211
8996,4,6,603
9010,80,6,2346
9014,65,6,61
9029,73,6,1536
9058,65,6,1867
9064,10,6,1555
9076,44,6,185
9080,2,6,73
9081,58,6,25
9094,39,6,587
9097,34,6,343
9119,27,6,392
9120,80,6,1065
9121,40,6,1690
9135,92,6,64
9140,89,6,91
9145,43,6,1478
9150,21,6,62
9153,81,6,1048
9166,57,6,882
9167,72,6,976
9185,38,6,1029
9197,92,6,47
9204,33,6,1029
9206,36,6,1121
9209,85,6,1564
9212,17,6,1678
9213,13,6,15
9214,48,6,358
9215,19,6,551
9216,34,6,44
9220,58,6,1968
9224,81,6,1139
9235,45,6,18
9239,94,6,126
9240,73,6,526
9242,19,6,1722
9246,73,6,415
9256,5,6,1001
9260,20,6,1706
9262,11,6,52
9264,1,6,1638
9265,74,6,1390
9274,44,6,1213
9283,49,6,18
9284,21,6,907
9286,93,6,747
9289,16,6,63
9291,25,6,15
9292,74,6,1382
9298,89,6,1798
9303,12,6,32
9305,65,6,1315
9308,51,6,976
9316,29,6,29
9323,5,6,874
9336,38,6,636
9347,49,6,46
9349,84,6,1131
9353,61,6,995
9360,41,6,316
9362,14,6,568
9365,57,6,1277
9369,19,6,1274
9370,68,6,1120
9381,57,6,606
9384,57,6,606
9386,88,6,320
9392,17,6,17
9396,31,6,25
9400,73,6,1383
9405,40,6,172
9422,26,6,131
9423,49,6,46
9426,77,6,900
9432,23,6,62
9449,32,6,605
9451,92,6,1658
9460,74,6,162
9463,16,6,1443
9467,51,6,20
9477,0,6,544
9478,30,6,401
9481,80,6,68
9483,24,6,637
9485,23,6,199
9491,68,6,66
9493,15,6,1808
9495,29,6,1149
9499,97,6,1616
9500,66,6,758
9503,65,6,313
9504,4,6,1008
9507,18,6,434
9516,90,6,1229
9523,95,6,15
9529,8,6,1627
9530,16,6,17
9543,74,6,22
9553,94,6,15
9559,79,6,1034
9560,18,6,1674
9576,60,6,159
9579,61,6,106
9589,54,6,1234
9592,51,6,33
9595,1,6,1574
9596,19,6,664
9597,10,6,725
9606,64,6,1536
9612,3,6,43
9617,37,6,19
9624,46,6,963
9635,13,6,129
9645,98,6,1338
9648,20,6,253
9653,16,6,68
9665,48,6,361
9668,14,6,77
9671,47,6,69
9672,82,6,65
9687,1,6,726
9697,86,6,542
9699,12,6,733
9701,13,6,312
9703,70,6,184
9706,98,6,94
9707,65,6,1182
9710,80,6,792
9723,8,6,1016
9725,16,6,12
9727,13,6,81
9729,48,6,615
9733,52,6,80
9736,51,6,96
9738,43,6,100
9739,55,6,114
9743,85,6,1910
9750,41,6,1307
9757,98,6,1631
9760,24,6,1198
9771,97,6,269
9780,12,6,795
9790,12,6,1334
9797,38,6,443
9799,57,6,1173
9805,65,6,660
9817,71,6,1049
9826,96,6,2114
9829,42,6,78
9847,39,6,587
9850,32,6,19
9855,25,6,1020
9860,11,6,215
9862,37,6,33
9888,3,6,1091
9904,50,6,1043
9905,69,6,255
9907,80,6,1013
9909,24,6,122
9916,92,6,54
9923,6,6,92
9925,97,6,216
9930,8,6,1167
9931,29,6,9
9937,75,6,576
9938,82,6,1600
9940,97,6,1009
9949,36,6,877
9952,53,6,1105
9955,20,6,134
9958,54,6,769
9960,52,6,14
9964,56,6,424
9967,30,6,447
9970,3,6,162
9971,22,6,506
9972,25,6,46
9973,28,6,490
9974,75,6,70
9977,99,6,734
9984,25,6,724
9986,8,6,54
9988,84,6,860
9999,2,6,1040
10001,98,6,100
10010,43,6,152
10022,78,6,16
10031,50,6,53
10032,86,6,53
10033,54,6,38
10037,66,6,1127
10057,70,6,1331
10061,29,6,1088
10065,27,6,64
10067,79,6,13
10069,43,6,58
10084,9,6,50
10089,5,6,1112
10091,78,6,1067
10092,46,6,1504
10095,9,6,1293
10099,21,6,882
10102,19,6,1478
10104,65,6,8
10120,84,6,257
10127,21,6,395
10128,21,6,907
10129,35,6,1456
10133,16,6,2349
10140,27,6,1727
10141,1,6,20
10142,99,6,689
10144,84,6,576
10146,17,6,42
10150,10,6,1449
10151,38,6,946
10156,56,6,1237
10157,78,6,274
10159,77,6,1185
10160,49,6,46
10163,28,6,1323
10164,75,6,1691
10172,95,6,1538
10175,0,6,22
10176,44,6,416
10177,4,6,1338
10196,26,6,614
10203,77,6,42
10207,40,6,15
10212,43,6,100
10219,40,6,38
10232,9,6,331
10236,59,6,64
10240,10,6,1381
10241,16,6,14
10242,39,6,75
10245,71,6,756
10250,49,6,28
10258,94,6,35
10260,74,6,311
10262,96,6,53
10264,60,6,31
10270,8,6,66
10277,27,6,42
10281,11,6,602
10286,2,6,926
10299,73,6,882
10304,77,6,60
10307,91,6,525
10311,0,6,359
10313,69,6,254
10314,79,6,1318
10319,56,6,1286
10323,88,6,304
10339,83,6,207
10340,68,6,497
10341,45,6,222
10343,27,6,1345
10350,37,6,38
10352,2,6,117
10356,5,6,32
10364,72,6,20
10377,37,6,397
10379,87,6,574
10380,50,6,106
10381,43,6,21
10383,30,6,1093
10390,27,6,30
10394,91,6,1479
10395,25,6,101
10398,82,6,31
10401,12,6,18
10402,94,6,39
10403,43,6,44
10413,67,6,1089
10420,56,6,222
10424,60,6,1295
10430,22,6,1472
10432,26,6,22
10446,58,6,729
10448,55,6,377
10451,6,6,25
10466,86,6,60
10469,42,6,1623
10470,0,6,92
10473,38,6,528
10475,39,6,317
10476,0,6,251
10477,16,6,102
10478,53,6,633
10479,64,6,1511
10486,54,6,990
10489,35,6,1778
10490,11,6,417
10492,96,6,10
10500,96,6,98
10505,86,6,1001
10507,14,6,797
10509,46,6,71
10513,68,6,1502
10521,0,6,174
10524,29,6,795
10525,40,6,27
10530,0,6,1156
10536,78,6,46
10542,63,6,77
10548,30,6,960
10552,18,6,367
10556,51,6,358
10560,23,6,20
10562,21,6,1033
10573,27,6,421
10581,41,6,506
10582,3,6,758
10584,77,6,945
10590,91,6,1483
10591,37,6,201
10595,19,6,69
10598,89,6,37
10602,30,6,156
10609,15,6,88
10613,44,6,62
10617,34,6,30
10619,29,6,1990
10623,2,6,32
10629,25,6,109
10634,56,6,406
10637,77,6,99
10640,71,6,211
10641,5,6,57
10642,13,6,37
10643,23,6,653
10648,78,6,1289
10652,48,6,1169
10659,7,6,53
10660,61,6,438
10664,14,6,467
10669,8,6,470
10673,6,6,1416
10675,82,6,1161
10676,3,6,1173
10678,91,6,917
10680,71,6,70
10681,13,6,889
10686,72,6,21
10691,55,6,43
10699,30,6,92
10701,60,6,1211
10702,67,6,450
10703,86,6,120
10704,65,6,693
10708,50,6,33
10710,61,6,18
10711,23,6,894
10722,63,6,546
10727,43,6,1586
10735,75,6,26
10736,28,6,1525
10738,55,6,65
10741,70,6,319
10742,72,6,746
10749,62,6,178
10755,76,6,81
10757,36,6,13
10766,22,6,506
10767,40,6,1346
10770,73,6,1045
10779,16,6,49
10785,17,6,41
10789,13,6,68
10790,40,6,21
10795,14,6,48
10796,16,6,66
10812,89,6,90
10814,6,6,1376
10821,45,6,263
10826,77,6,60
10827,49,6,146
10832,4,6,467
10833,55,6,973
10837,47,6,68
10839,42,6,29
10841,46,6,484
10846,22,6,629
10854,90,6,45
10855,9,6,396
10856,42,6,46
10858,38,6,820
10862,6,6,326
10868,82,6,1272
10870,46,6,1341
10872,65,6,1182
10882,50,6,915
10888,46,6,636
10897,63,6,1174
10905,7,6,252
10906,52,6,425
10909,9,6,1899
10913,56,6,27
10914,3,6,17
10925,93,6,1003
10928,28,6,599
10936,79,6,1947
10949,8,6,1958
10951,20,6,306
10955,68,6,1600
10965,72,6,1722
10967,38,6,99
10968,0,6,704
10971,28,6,473
10972,52,6,939
10981,27,6,1198
10983,17,6,930
10991,18,6,850
10992,77,6,1148
10995,8,6,92
11003,10,6,50
11004,23,6,22
11007,43,6,34
11010,75,6,44
11013,84,6,938
11025,9,6,138
11030,90,6,16
11031,90,6,40
11039,51,6,311
11051,72,6,661
11056,18,6,1188
11071,37,6,1923
11074,94,6,1423
11075,37,6,270
11084,4,6,1053
11086,18,6,21
11088,83,6,1816
11091,68,6,22
11092,78,6,41
11096,50,6,232
11100,37,6,63
11101,17,6,836
11110,56,6,5
11112,23,6,1477
11114,94,6,84
11121,76,6,70
11133,3,6,424
11148,85,6,13
11166,81,6,315
11171,60,6,411
11176,12,6,495
11178,69,6,32
11181,85,6,8
11187,23,6,69
11188,84,6,89
11191,11,6,139
