"customer_id","total_spend","dense_rank"
7761,"109","953"
1640,"108","954"
1503,"107","955"
6609,"107","955"
3887,"106","956"
7620,"106","956"
10380,"106","956"
6263,"106","956"
9579,"106","956"
3745,"103","957"
6710,"103","957"
7349,"103","957"
1970,"103","957"
7912,"103","957"
3469,"103","957"
642,"103","957"
1920,"102","958"
10477,"102","958"
4669,"102","958"
2392,"102","958"
954,"102","958"
6642,"102","958"
5093,"101","959"
4832,"101","959"
8524,"101","959"
10395,"101","959"
10212,"100","960"
9738,"100","960"
6103,"100","960"
10001,"100","960"
10967,"99","961"
10637,"99","961"
6859,"99","961"
6488,"99","961"
2061,"99","961"
10500,"98","962"
7458,"97","963"
5079,"97","963"
1523,"96","964"
2315,"96","964"
880,"96","964"
524,"96","964"
8213,"96","964"
9736,"96","964"
1991,"96","964"
8140,"95","965"
1131,"95","965"
6941,"95","965"
4487,"95","965"
3706,"94","966"
7124,"94","966"
9706,"94","966"
3308,"94","966"
7011,"93","967"
1880,"93","967"
4376,"93","967"
1072,"93","967"
7393,"92","968"
10470,"92","968"
10995,"92","968"
2544,"92","968"
9923,"92","968"
10699,"92","968"
67,"92","968"
9140,"91","969"
5371,"91","969"
2918,"91","969"
5734,"91","969"
1324,"91","969"
2740,"90","970"
6690,"90","970"
3381,"90","970"
10812,"90","970"
3152,"89","971"
3312,"89","971"
92,"89","971"
11188,"89","971"
4867,"88","972"
3839,"88","972"
4370,"88","972"
10609,"88","972"
938,"87","973"
4220,"87","973"
8414,"86","974"
7573,"86","974"
8443,"86","974"
2326,"85","975"
2253,"85","975"
1876,"85","975"
11114,"84","976"
5316,"84","976"
1250,"84","976"
1998,"84","976"
905,"84","976"
7004,"84","976"
1857,"83","977"
1928,"83","977"
4712,"82","978"
2371,"81","979"
1726,"81","979"
10755,"81","979"
5234,"81","979"
1734,"81","979"
3710,"81","979"
9727,"81","979"
3798,"81","979"
6365,"80","980"
8462,"80","980"
3628,"80","980"
9733,"80","980"
6205,"80","980"
6214,"79","981"
7301,"79","981"
3537,"79","981"
5346,"79","981"
5287,"79","981"
6568,"79","981"
6310,"78","982"
2516,"78","982"
3276,"78","982"
6504,"78","982"
7685,"78","982"
9829,"78","982"
1010,"78","982"
2428,"78","982"
10542,"77","983"
6387,"77","983"
2157,"77","983"
9668,"77","983"
7527,"76","984"
7628,"76","984"
304,"76","984"
2952,"76","984"
1419,"76","984"
6437,"76","984"
4186,"76","984"
7892,"75","985"
6116,"75","985"
10242,"75","985"
2005,"75","985"
5802,"75","985"
8686,"75","985"
7842,"74","986"
1777,"74","986"
523,"74","986"
9080,"73","987"
3865,"73","987"
1519,"73","987"
5289,"72","988"
2964,"72","988"
833,"72","988"
5790,"72","988"
1331,"72","988"
3565,"72","988"
6019,"72","988"
1473,"72","988"
6678,"72","988"
8230,"71","989"
1921,"71","989"
4692,"71","989"
8299,"71","989"
663,"71","989"
4550,"71","989"
10509,"71","989"
5300,"70","990"
10680,"70","990"
2546,"70","990"
11121,"70","990"
3645,"70","990"
9974,"70","990"
5967,"70","990"
10595,"69","991"
89,"69","991"
2202,"69","991"
4992,"69","991"
11187,"69","991"
8975,"69","991"
9671,"69","991"
2447,"69","991"
2634,"69","991"
6431,"68","992"
10789,"68","992"
4927,"68","992"
9481,"68","992"
2639,"68","992"
5684,"68","992"
9653,"68","992"
6770,"68","992"
8605,"68","992"
10837,"68","992"
8595,"67","993"
6534,"67","993"
4725,"67","993"
5252,"67","993"
2431,"67","993"
7232,"67","993"
1834,"67","993"
4557,"67","993"
10796,"66","994"
9491,"66","994"
5223,"66","994"
2115,"66","994"
8933,"66","994"
7042,"66","994"
10270,"66","994"
8700,"66","994"
5835,"65","995"
868,"65","995"
7829,"65","995"
1050,"65","995"
7212,"65","995"
9672,"65","995"
6856,"65","995"
10738,"65","995"
2488,"64","996"
10065,"64","996"
3547,"64","996"
8420,"64","996"
9135,"64","996"
10236,"64","996"
4055,"64","996"
6919,"63","997"
7326,"63","997"
9289,"63","997"
8036,"63","997"
5237,"63","997"
2445,"63","997"
6271,"63","997"
7007,"63","997"
1307,"63","997"
11100,"63","997"
4887,"63","997"
3885,"63","997"
9432,"62","998"
1384,"62","998"
4988,"62","998"
2811,"62","998"
4099,"62","998"
7369,"62","998"
9150,"62","998"
5827,"62","998"
10613,"62","998"
8418,"61","999"
4961,"61","999"
1100,"61","999"
4444,"61","999"
9014,"61","999"
7736,"61","999"
5654,"61","999"
387,"61","999"
8749,"61","999"
10826,"60","1000"
4086,"60","1000"
8523,"60","1000"
5726,"60","1000"
10466,"60","1000"
10304,"60","1000"
6471,"59","1001"
2521,"59","1001"
2589,"59","1001"
4301,"59","1001"
1987,"59","1001"
5336,"59","1001"
2656,"59","1001"
5527,"58","1002"
10069,"58","1002"
7937,"58","1002"
4240,"58","1002"
3559,"57","1003"
10641,"57","1003"
6460,"57","1003"
87,"57","1003"
5294,"57","1003"
2958,"57","1003"
4472,"57","1003"
5961,"57","1003"
6197,"57","1003"
7297,"57","1003"
4211,"57","1003"
1773,"57","1003"
498,"57","1003"
5975,"57","1003"
2868,"57","1003"
1407,"57","1003"
1321,"56","1004"
5268,"56","1004"
6507,"56","1004"
5740,"56","1004"
8079,"55","1005"
4179,"55","1005"
6885,"55","1005"
4351,"55","1005"
5756,"55","1005"
1016,"55","1005"
4227,"55","1005"
7286,"55","1005"
8086,"55","1005"
8017,"55","1005"
1143,"55","1005"
7034,"55","1005"
3536,"55","1005"
4328,"55","1005"
5263,"55","1005"
4548,"54","1006"
3665,"54","1006"
9986,"54","1006"
1744,"54","1006"
8146,"54","1006"
6382,"54","1006"
6950,"54","1006"
6634,"54","1006"
5154,"54","1006"
4279,"54","1006"
9916,"54","1006"
4333,"54","1006"
6730,"54","1006"
503,"53","1007"
10032,"53","1007"
10659,"53","1007"
10031,"53","1007"
5176,"53","1007"
10262,"53","1007"
6168,"53","1007"
6182,"53","1007"
736,"52","1008"
1502,"52","1008"
9262,"52","1008"
7181,"52","1008"
8135,"52","1008"
3696,"52","1008"
1241,"51","1009"
1517,"51","1009"
4432,"51","1009"
1448,"51","1009"
5231,"51","1009"
5623,"51","1009"
6398,"50","1010"
6515,"50","1010"
5454,"50","1010"
3518,"50","1010"
11003,"50","1010"
10084,"50","1010"
3479,"50","1010"
5899,"49","1011"
1626,"49","1011"
6201,"49","1011"
5107,"49","1011"
1160,"49","1011"
2055,"49","1011"
7660,"49","1011"
1663,"49","1011"
6424,"49","1011"
8955,"49","1011"
10779,"49","1011"
3878,"48","1012"
1715,"48","1012"
1655,"48","1012"
2541,"48","1012"
6728,"48","1012"
5929,"48","1012"
8812,"48","1012"
922,"48","1012"
6336,"48","1012"
3722,"48","1012"
8147,"48","1012"
213,"48","1012"
10795,"48","1012"
5585,"48","1012"
5150,"47","1013"
5081,"47","1013"
4385,"47","1013"
24,"47","1013"
6354,"47","1013"
7327,"47","1013"
1612,"47","1013"
1135,"47","1013"
9197,"47","1013"
5074,"47","1013"
5049,"46","1014"
7505,"46","1014"
2945,"46","1014"
2569,"46","1014"
5868,"46","1014"
10856,"46","1014"
1646,"46","1014"
9347,"46","1014"
8724,"46","1014"
4855,"46","1014"
9972,"46","1014"
10160,"46","1014"
6383,"46","1014"
9423,"46","1014"
8557,"46","1014"
10536,"46","1014"
4066,"46","1014"
3265,"46","1014"
153,"46","1014"
6983,"45","1015"
2457,"45","1015"
6355,"45","1015"
2902,"45","1015"
5247,"45","1015"
3129,"45","1015"
8625,"45","1015"
7516,"45","1015"
1055,"45","1015"
3623,"45","1015"
793,"45","1015"
10854,"45","1015"
453,"45","1015"
2154,"44","1016"
8842,"44","1016"
8416,"44","1016"
5267,"44","1016"
4338,"44","1016"
5313,"44","1016"
11010,"44","1016"
6619,"44","1016"
9216,"44","1016"
4098,"44","1016"
2661,"44","1016"
1458,"44","1016"
10403,"44","1016"
4937,"44","1016"
3130,"44","1016"
8737,"43","1017"
7386,"43","1017"
5987,"43","1017"
8312,"43","1017"
626,"43","1017"
2230,"43","1017"
3850,"43","1017"
2461,"43","1017"
2563,"43","1017"
3068,"43","1017"
10691,"43","1017"
9612,"43","1017"
5138,"43","1017"
3006,"43","1017"
8650,"42","1018"
10277,"42","1018"
5229,"42","1018"
8553,"42","1018"
3769,"42","1018"
1064,"42","1018"
5393,"42","1018"
10203,"42","1018"
10146,"42","1018"
3286,"42","1018"
2258,"42","1018"
194,"41","1019"
4877,"41","1019"
11092,"41","1019"
4791,"41","1019"
8541,"41","1019"
2156,"41","1019"
10785,"41","1019"
7574,"41","1019"
322,"41","1019"
8629,"41","1019"
948,"41","1019"
11031,"40","1020"
5513,"40","1020"
4706,"40","1020"
8207,"40","1020"
4297,"40","1020"
3007,"40","1020"
7325,"40","1020"
3158,"39","1021"
4796,"39","1021"
2337,"39","1021"
5823,"39","1021"
5062,"39","1021"
10402,"39","1021"
6211,"39","1021"
679,"38","1022"
10350,"38","1022"
10219,"38","1022"
1461,"38","1022"
1030,"38","1022"
2478,"38","1022"
7235,"38","1022"
10033,"38","1022"
4415,"38","1022"
5751,"38","1022"
1403,"38","1022"
3526,"38","1022"
5394,"38","1022"
1818,"38","1022"
1878,"37","1023"
7947,"37","1023"
6222,"37","1023"
7152,"37","1023"
78,"37","1023"
4459,"37","1023"
10598,"37","1023"
2826,"37","1023"
10642,"37","1023"
3896,"37","1023"
6682,"37","1023"
8962,"37","1023"
5731,"37","1023"
5517,"37","1023"
6768,"36","1024"
6347,"36","1024"
5610,"36","1024"
6287,"36","1024"
3641,"36","1024"
456,"36","1024"
624,"35","1025"
2980,"35","1025"
8953,"35","1025"
7943,"35","1025"
7186,"35","1025"
10258,"35","1025"
7419,"35","1025"
5012,"34","1026"
8082,"34","1026"
5010,"34","1026"
8341,"34","1026"
3363,"34","1026"
11007,"34","1026"
274,"34","1026"
6866,"34","1026"
2106,"34","1026"
6918,"34","1026"
8397,"34","1026"
9862,"33","1027"
5304,"33","1027"
9592,"33","1027"
10708,"33","1027"
10623,"32","1028"
800,"32","1028"
11178,"32","1028"
231,"32","1028"
2874,"32","1028"
10356,"32","1028"
2173,"32","1028"
13,"32","1028"
5692,"32","1028"
9303,"32","1028"
3102,"32","1028"
10264,"31","1029"
916,"31","1029"
7224,"31","1029"
10398,"31","1029"
2139,"31","1029"
2814,"31","1029"
2711,"31","1029"
234,"31","1029"
6215,"31","1029"
7629,"31","1029"
6864,"30","1030"
2296,"30","1030"
5680,"30","1030"
10617,"30","1030"
8442,"30","1030"
3231,"30","1030"
8372,"30","1030"
10390,"30","1030"
520,"30","1030"
7444,"30","1030"
2518,"30","1030"
9316,"29","1031"
7437,"29","1031"
3829,"29","1031"
2557,"29","1031"
7600,"29","1031"
5342,"29","1031"
10839,"29","1031"
8373,"29","1031"
8369,"28","1032"
1515,"28","1032"
7679,"28","1032"
6147,"28","1032"
113,"28","1032"
10250,"28","1032"
1968,"28","1032"
2281,"28","1032"
8477,"28","1032"
798,"27","1033"
10913,"27","1033"
10525,"27","1033"
2174,"27","1033"
2549,"27","1033"
5068,"26","1034"
2686,"26","1034"
8162,"26","1034"
10735,"26","1034"
6340,"26","1034"
6958,"26","1034"
9396,"25","1035"
4198,"25","1035"
4860,"25","1035"
4547,"25","1035"
7791,"25","1035"
933,"25","1035"
1890,"25","1035"
4973,"25","1035"
10451,"25","1035"
1176,"25","1035"
9081,"25","1035"
49,"25","1035"
4290,"24","1036"
2292,"24","1036"
3112,"24","1036"
5181,"24","1036"
2694,"24","1036"
8977,"24","1036"
2217,"23","1037"
2166,"23","1037"
4102,"23","1037"
8254,"23","1037"
8315,"23","1037"
2620,"23","1037"
5493,"23","1037"
2936,"23","1037"
5184,"23","1037"
2861,"23","1037"
5577,"23","1037"
11091,"22","1038"
8702,"22","1038"
8430,"22","1038"
2375,"22","1038"
6646,"22","1038"
10432,"22","1038"
7093,"22","1038"
8619,"22","1038"
10175,"22","1038"
7901,"22","1038"
3120,"22","1038"
1183,"22","1038"
11004,"22","1038"
577,"22","1038"
8080,"22","1038"
9543,"22","1038"
1606,"22","1038"
451,"22","1038"
2256,"21","1039"
803,"21","1039"
255,"21","1039"
10790,"21","1039"
4345,"21","1039"
10686,"21","1039"
1463,"21","1039"
11086,"21","1039"
10381,"21","1039"
9467,"20","1040"
4037,"20","1040"
10141,"20","1040"
2587,"20","1040"
8514,"20","1040"
361,"20","1040"
8275,"20","1040"
7284,"20","1040"
10560,"20","1040"
8754,"20","1040"
10364,"20","1040"
3436,"20","1040"
2986,"20","1040"
3081,"20","1040"
2724,"19","1041"
9850,"19","1041"
1994,"19","1041"
2836,"19","1041"
9617,"19","1041"
6516,"18","1042"
5907,"18","1042"
10710,"18","1042"
1940,"18","1042"
10401,"18","1042"
4817,"18","1042"
73,"18","1042"
9283,"18","1042"
9235,"18","1042"
8234,"18","1042"
10914,"17","1043"
2098,"17","1043"
3525,"17","1043"
9392,"17","1043"
6119,"17","1043"
7990,"17","1043"
9530,"17","1043"
7411,"17","1043"
3153,"17","1043"
3726,"17","1043"
1581,"17","1043"
7264,"17","1043"
4808,"17","1043"
2261,"16","1044"
6825,"16","1044"
193,"16","1044"
4329,"16","1044"
10022,"16","1044"
6679,"16","1044"
5423,"16","1044"
8461,"16","1044"
692,"16","1044"
8916,"16","1044"
11030,"16","1044"
8663,"15","1045"
3790,"15","1045"
10207,"15","1045"
606,"15","1045"
9523,"15","1045"
9213,"15","1045"
4838,"15","1045"
9553,"15","1045"
7128,"15","1045"
9291,"15","1045"
9960,"14","1046"
5029,"14","1046"
10241,"14","1046"
5846,"13","1047"
10067,"13","1047"
2795,"13","1047"
7196,"13","1047"
10757,"13","1047"
11148,"13","1047"
9725,"12","1048"
1109,"12","1048"
6961,"11","1049"
1386,"11","1049"
891,"11","1049"
6742,"11","1049"
5329,"11","1049"
7788,"10","1050"
6528,"10","1050"
4298,"10","1050"
10492,"10","1050"
4259,"10","1050"
8566,"9","1051"
9931,"9","1051"
11181,"8","1052"
10104,"8","1052"
5824,"8","1052"
6862,"8","1052"
3955,"6","1053"
5555,"6","1053"
11110,"5","1054"
