"customer_id","average_spend"
10236,10.67
1729,229.50
4122,149.17
2569,7.67
11075,45.00
347,62.83
2079,201.33
6515,8.33
6969,38.83
7275,21.83
7037,66.83
8789,45.67
1518,124.83
10099,147.00
8041,182.00
10175,3.67
3386,22.83
5966,35.83
10796,11.00
3139,342.00
9727,13.50
4855,7.67
10390,5.00
4136,19.83
5331,311.50
2004,194.67
692,2.67
6950,9.00
9553,2.50
7375,96.00
8749,10.17
5332,177.67
2174,4.50
8312,7.17
5010,5.67
4211,9.50
3076,102.00
3075,63.67
3334,368.50
7899,280.00
10380,17.67
4687,272.17
8310,243.17
9150,10.33
10858,136.67
11121,11.67
8093,152.33
1818,6.33
10141,3.33
6940,37.17
1600,68.50
9780,132.50
771,32.33
4442,29.50
5959,33.17
4609,81.00
2154,7.33
2088,271.83
1497,67.83
9931,1.50
5462,195.67
3439,49.33
7966,198.50
10299,147.00
1618,115.33
1402,208.83
6357,81.83
3104,334.33
1763,420.67
3363,5.67
1,96.17
9850,3.17
7999,290.50
7007,10.50
7725,106.83
8275,3.33
9888,181.83
8783,75.67
4437,43.33
8527,65.83
8931,293.50
8541,6.83
9081,4.17
8369,4.67
7244,20.67
4927,11.33
10711,149.00
773,99.17
146,220.50
8341,5.67
5221,146.50
9392,2.83
738,30.33
10936,324.50
1676,44.33
7030,247.50
1958,110.00
5150,7.83
1386,1.83
10619,331.67
3433,163.50
4656,118.33
238,180.33
5558,280.83
737,371.83
7247,101.00
9760,199.67
569,331.83
5029,2.33
2258,7.00
10552,61.17
5975,9.50
798,4.50
7829,10.83
8996,100.50
8722,308.83
4339,152.17
6260,326.17
6859,16.50
2337,6.50
10507,132.83
4767,227.17
7106,207.00
905,14.00
3551,33.00
4088,25.83
3598,101.00
2895,32.50
5824,1.33
2926,229.00
1379,40.17
7573,14.33
1448,8.50
5513,6.67
7791,4.17
9999,173.33
9645,223.00
17,171.33
6050,252.17
5223,11.00
7212,10.83
1029,46.50
10521,29.00
9485,33.17
2909,210.67
2968,150.33
1245,228.50
9949,146.17
10486,165.00
5798,164.17
5048,21.83
5300,11.67
2437,268.50
4227,9.17
2875,151.00
8373,4.83
955,40.00
3859,182.50
274,5.67
1876,14.17
5633,38.50
8629,6.83
1103,342.17
8842,7.33
3006,7.17
11013,156.33
221,40.33
4001,74.00
2002,311.67
11133,70.67
2589,9.83
4887,10.50
10951,51.00
6606,193.50
8430,3.67
3270,21.33
8920,188.00
2882,165.83
3376,39.17
3547,10.67
10270,11.00
2202,11.50
968,31.17
4491,196.33
6439,183.67
326,52.50
3120,3.67
9925,36.00
5342,4.83
1225,249.17
7787,136.50
10144,96.00
3225,44.17
7699,43.00
2304,128.33
8180,51.67
3283,151.50
5831,302.50
11071,320.50
8523,10.00
7261,53.00
3565,12.00
8692,40.00
4944,129.50
8439,150.33
1867,222.67
4297,6.67
8514,3.33
6982,263.50
7004,14.00
8524,16.83
3697,22.33
1715,8.00
520,5.00
4037,3.33
7494,44.83
55,99.50
7987,76.67
4827,75.83
