customer_id,recency,product_category,amount
8015,88,MntFruits,76
10617,34,MntFruits,4
11166,81,MntFruits,5
849,65,MntFruits,48
523,51,MntFruits,0
4066,76,MntFruits,5
8414,76,MntFruits,0
819,84,MntFruits,124
4961,56,MntFruits,0
749,31,MntFruits,7
5430,0,MntFruits,0
7755,91,MntFruits,3
10525,40,MntFruits,0
1453,59,MntFruits,40
8310,96,MntFruits,126
10710,61,MntFruits,2
5031,14,MntFruits,35
2613,16,MntFruits,6
213,98,MntFruits,0
967,11,MntFruits,9
1077,52,MntFruits,105
7959,19,MntFruits,80
640,61,MntFruits,80
4252,73,MntFruits,5
8432,0,MntFruits,0
6218,74,MntFruits,4
6905,55,MntFruits,45
5922,48,MntFruits,0
3598,53,MntFruits,35
6116,13,MntFruits,13
6263,34,MntFruits,9
10486,54,MntFruits,75
2410,69,MntFruits,40
193,81,MntFruits,0
3363,99,MntFruits,6
8278,3,MntFruits,83
10660,61,MntFruits,7
8686,65,MntFruits,23
1604,93,MntFruits,2
5907,24,MntFruits,0
10669,8,MntFruits,21
2918,72,MntFruits,5
5735,29,MntFruits,120
359,33,MntFruits,14
8387,68,MntFruits,8
1829,55,MntFruits,0
3839,76,MntFruits,12
9392,17,MntFruits,1
2292,94,MntFruits,4
10466,86,MntFruits,2
9855,25,MntFruits,0
4088,22,MntFruits,1
5231,15,MntFruits,2
590,35,MntFruits,66
8732,81,MntFruits,0
2315,55,MntFruits,0
3515,94,MntFruits,13
2245,50,MntFruits,2
6283,64,MntFruits,15
2246,91,MntFruits,12
6606,11,MntFruits,34
5545,72,MntFruits,8
7342,6,MntFruits,142
837,0,MntFruits,6
9500,66,MntFruits,104
3602,42,MntFruits,3
234,60,MntFruits,2
2995,64,MntFruits,10
1118,87,MntFruits,13
7789,96,MntFruits,100
3068,1,MntFruits,12
8955,54,MntFruits,0
945,53,MntFruits,3
5644,96,MntFruits,3
7192,58,MntFruits,73
2324,12,MntFruits,38
697,78,MntFruits,59
3439,64,MntFruits,6
1506,26,MntFruits,9
232,8,MntFruits,83
8876,49,MntFruits,0
4500,56,MntFruits,0
9739,55,MntFruits,0
10395,25,MntFruits,45
1176,50,MntFruits,6
1627,84,MntFruits,61
938,30,MntFruits,1
2740,81,MntFruits,1
257,74,MntFruits,12
4058,76,MntFruits,15
7736,36,MntFruits,7
8210,64,MntFruits,3
833,62,MntFruits,0
6230,53,MntFruits,5
7325,86,MntFruits,0
1307,15,MntFruits,5
1502,67,MntFruits,3
6211,47,MntFruits,0
843,47,MntFruits,0
4174,81,MntFruits,1
9757,98,MntFruits,15
6918,56,MntFruits,4
286,48,MntFruits,11
11086,18,MntFruits,6
1921,74,MntFruits,1
4138,68,MntFruits,106
7718,36,MntFruits,51
1291,90,MntFruits,9
6862,65,MntFruits,1
4136,63,MntFruits,17
803,82,MntFruits,0
4298,63,MntFruits,0
10833,55,MntFruits,19
9606,64,MntFruits,29
8534,51,MntFruits,28
5153,97,MntFruits,59
961,92,MntFruits,27
5011,51,MntFruits,23
6653,72,MntFruits,0
9094,39,MntFruits,15
810,49,MntFruits,81
5493,21,MntFruits,0
2147,91,MntFruits,63
5107,37,MntFruits,0
3979,98,MntFruits,17
6049,85,MntFruits,51
8147,40,MntFruits,0
1857,2,MntFruits,0
3910,78,MntFruits,161
5207,41,MntFruits,6
11114,94,MntFruits,4
5429,10,MntFruits,1
9400,73,MntFruits,26
1740,22,MntFruits,38
7488,30,MntFruits,15
195,21,MntFruits,17
635,51,MntFruits,5
7527,97,MntFruits,6
10319,56,MntFruits,12
2296,4,MntFruits,2
10637,77,MntFruits,0
2931,95,MntFruits,21
907,36,MntFruits,6
3698,13,MntFruits,185
9516,90,MntFruits,54
679,49,MntFruits,4
7384,18,MntFruits,61
5043,89,MntFruits,23
5267,43,MntFruits,2
339,82,MntFruits,0
2516,84,MntFruits,2
9010,80,MntFruits,147
378,68,MntFruits,112
4808,12,MntFruits,2
5068,75,MntFruits,1
7628,10,MntFruits,5
7128,91,MntFruits,0
2811,21,MntFruits,0
3551,28,MntFruits,1
1663,97,MntFruits,2
5543,49,MntFruits,7
1577,14,MntFruits,79
10641,5,MntFruits,5
5336,37,MntFruits,1
6024,62,MntFruits,24
1878,83,MntFruits,6
3099,48,MntFruits,5
6055,94,MntFruits,72
5841,61,MntFruits,7
3972,70,MntFruits,6
4394,43,MntFruits,29
5758,23,MntFruits,0
6658,37,MntFruits,51
4603,50,MntFruits,32
8427,78,MntFruits,14
10260,74,MntFruits,5
7143,14,MntFruits,162
8789,77,MntFruits,40
6197,39,MntFruits,0
4554,89,MntFruits,45
4937,62,MntFruits,2
1920,59,MntFruits,4
8749,68,MntFruits,2
1650,13,MntFruits,86
10377,37,MntFruits,6
9206,36,MntFruits,48
10971,28,MntFruits,8
6398,2,MntFruits,10
9212,17,MntFruits,0
7937,86,MntFruits,7
839,54,MntFruits,4
4246,2,MntFruits,11
158,3,MntFruits,53
4832,84,MntFruits,5
5621,8,MntFruits,57
1945,4,MntFruits,36
5147,57,MntFruits,70
2535,24,MntFruits,0
11039,51,MntFruits,33
9495,29,MntFruits,108
9635,13,MntFruits,2
2173,23,MntFruits,6
942,36,MntFruits,13
9386,88,MntFruits,0
5510,2,MntFruits,6
873,3,MntFruits,0
2253,15,MntFruits,0
5181,58,MntFruits,4
979,11,MntFruits,10
10390,27,MntFruits,7
4698,32,MntFruits,46
7793,12,MntFruits,7
1745,88,MntFruits,76
10590,91,MntFruits,73
5080,12,MntFruits,0
8369,21,MntFruits,2
5232,23,MntFruits,12
2407,10,MntFruits,25
3834,35,MntFruits,161
7912,69,MntFruits,15
7712,68,MntFruits,17
1065,85,MntFruits,129
7275,34,MntFruits,1
1343,55,MntFruits,24
1384,10,MntFruits,4
9967,30,MntFruits,15
6181,36,MntFruits,21
10507,14,MntFruits,7
2674,79,MntFruits,10
2698,52,MntFruits,7
3231,97,MntFruits,4
4096,24,MntFruits,19
10476,0,MntFruits,11
5948,96,MntFruits,6
9140,89,MntFruits,4
10258,94,MntFruits,0
5675,98,MntFruits,0
4743,72,MntFruits,8
8805,1,MntFruits,10
1542,26,MntFruits,0
6770,5,MntFruits,13
8773,22,MntFruits,0
10475,39,MntFruits,5
10420,56,MntFruits,14
7514,74,MntFruits,10
2902,87,MntFruits,4
4345,49,MntFruits,1
793,24,MntFruits,3
10909,9,MntFruits,24
3769,17,MntFruits,1
8702,10,MntFruits,1
4791,35,MntFruits,1
2963,56,MntFruits,93
8216,7,MntFruits,0
8140,51,MntFruits,14
10146,17,MntFruits,1
5289,30,MntFruits,4
2587,21,MntFruits,0
4405,2,MntFruits,7
8663,85,MntFruits,0
2589,65,MntFruits,3
3421,64,MntFruits,15
10490,11,MntFruits,64
4094,92,MntFruits,2
9958,54,MntFruits,14
2534,4,MntFruits,1
4188,53,MntFruits,5
6613,39,MntFruits,7
10827,49,MntFruits,3
5491,70,MntFruits,12
8402,40,MntFruits,35
8783,40,MntFruits,13
10010,43,MntFruits,2
618,17,MntFruits,7
9121,40,MntFruits,16
361,84,MntFruits,1
4310,25,MntFruits,93
2678,62,MntFruits,12
6376,83,MntFruits,56
524,47,MntFruits,23
10341,45,MntFruits,28
5654,34,MntFruits,4
4098,3,MntFruits,3
5824,1,MntFruits,0
7000,18,MntFruits,172
2561,45,MntFruits,12
5229,81,MntFruits,1
4086,77,MntFruits,1
2428,23,MntFruits,18
8254,48,MntFruits,0
2836,61,MntFruits,1
8418,60,MntFruits,10
1362,75,MntFruits,87
7152,64,MntFruits,0
10033,54,MntFruits,3
9349,84,MntFruits,21
274,75,MntFruits,3
3388,16,MntFruits,26
922,79,MntFruits,2
8588,92,MntFruits,2
2518,16,MntFruits,4
574,96,MntFruits,36
3220,30,MntFruits,12
5967,60,MntFruits,2
1183,11,MntFruits,1
6856,75,MntFruits,0
4530,36,MntFruits,19
1553,71,MntFruits,168
4682,88,MntFruits,27
8204,93,MntFruits,35
5221,93,MntFruits,8
1232,54,MntFruits,54
1927,41,MntFruits,27
5788,46,MntFruits,10
6652,28,MntFruits,151
6246,40,MntFruits,102
5975,82,MntFruits,0
6875,38,MntFruits,13
4399,3,MntFruits,81
4042,87,MntFruits,3
2157,49,MntFruits,8
10133,16,MntFruits,68
2525,65,MntFruits,64
8233,9,MntFruits,5
9483,24,MntFruits,59
2945,25,MntFruits,0
10403,43,MntFruits,13
5074,10,MntFruits,0
10524,29,MntFruits,23
4690,45,MntFruits,10
7521,57,MntFruits,31
7196,20,MntFruits,0
4406,29,MntFruits,84
9672,82,MntFruits,3
4864,68,MntFruits,7
4706,65,MntFruits,0
4070,99,MntFruits,24
25,9,MntFruits,35
3697,20,MntFruits,8
217,78,MntFruits,14
4220,26,MntFruits,0
5286,68,MntFruits,1
9559,79,MntFruits,0
2849,25,MntFruits,199
7787,83,MntFruits,28
3102,32,MntFruits,3
5868,49,MntFruits,4
8370,50,MntFruits,97
9988,84,MntFruits,25
2939,96,MntFruits,127
5529,56,MntFruits,0
9743,85,MntFruits,89
5763,63,MntFruits,17
3478,17,MntFruits,42
7494,11,MntFruits,0
1763,62,MntFruits,172
7250,48,MntFruits,35
2005,86,MntFruits,3
10770,73,MntFruits,161
6885,36,MntFruits,0
2072,34,MntFruits,10
9463,16,MntFruits,56
6318,48,MntFruits,12
4093,61,MntFruits,9
5751,54,MntFruits,3
3340,56,MntFruits,15
3594,74,MntFruits,6
3584,35,MntFruits,26
3643,65,MntFruits,8
851,48,MntFruits,5
7706,88,MntFruits,104
3967,19,MntFruits,197
10128,21,MntFruits,16
486,27,MntFruits,137
9,86,MntFruits,0
9451,92,MntFruits,76
9264,1,MntFruits,42
3865,14,MntFruits,12
2853,74,MntFruits,51
1490,84,MntFruits,0
6310,4,MntFruits,8
10380,50,MntFruits,1
3887,2,MntFruits,17
4278,73,MntFruits,111
8643,21,MntFruits,98
1998,82,MntFruits,6
10795,14,MntFruits,3
11110,56,MntFruits,1
2408,20,MntFruits,0
202,54,MntFruits,194
7998,77,MntFruits,8
830,5,MntFruits,48
3536,65,MntFruits,11
6050,33,MntFruits,43
125,65,MntFruits,7
3463,41,MntFruits,62
2804,86,MntFruits,0
3745,92,MntFruits,36
9771,97,MntFruits,20
451,91,MntFruits,0
10530,0,MntFruits,82
1079,59,MntFruits,0
8920,4,MntFruits,40
6678,5,MntFruits,4
3852,48,MntFruits,72
528,99,MntFruits,38
73,81,MntFruits,0
5589,95,MntFruits,0
10212,43,MntFruits,4
6365,5,MntFruits,12
5636,50,MntFruits,4
591,76,MntFruits,35
2217,46,MntFruits,1
2544,68,MntFruits,1
7725,33,MntFruits,26
8091,50,MntFruits,184
7321,85,MntFruits,30
5462,63,MntFruits,80
7791,89,MntFruits,1
955,81,MntFruits,2
4037,77,MntFruits,1
6642,50,MntFruits,5
2793,10,MntFruits,88
5424,30,MntFruits,12
879,66,MntFruits,0
9530,16,MntFruits,3
4828,12,MntFruits,99
10699,30,MntFruits,0
1497,8,MntFruits,11
7476,93,MntFruits,63
4390,14,MntFruits,15
10478,53,MntFruits,0
1081,26,MntFruits,9
4261,23,MntFruits,22
9916,92,MntFruits,1
5350,29,MntFruits,120
8135,41,MntFruits,4
8685,56,MntFruits,15
4967,19,MntFruits,0
2130,4,MntFruits,3
9298,89,MntFruits,0
8175,71,MntFruits,4
6257,81,MntFruits,43
3790,31,MntFruits,1
9952,53,MntFruits,32
3503,78,MntFruits,47
5223,80,MntFruits,8
4608,18,MntFruits,23
1626,37,MntFruits,0
4764,52,MntFruits,12
2471,39,MntFruits,58
5892,11,MntFruits,6
2612,33,MntFruits,160
4971,22,MntFruits,1
5185,83,MntFruits,66
10069,43,MntFruits,7
2262,74,MntFruits,5
1131,54,MntFruits,0
1041,3,MntFruits,3
24,96,MntFruits,2
3409,68,MntFruits,8
7022,2,MntFruits,107
7943,40,MntFruits,0
5272,64,MntFruits,0
5453,26,MntFruits,108
2565,69,MntFruits,12
800,57,MntFruits,1
11092,78,MntFruits,1
5062,71,MntFruits,0
8969,59,MntFruits,31
4656,28,MntFruits,32
4480,61,MntFruits,3
9971,22,MntFruits,19
6729,95,MntFruits,19
1773,38,MntFruits,6
9242,19,MntFruits,185
1764,92,MntFruits,2
6215,24,MntFruits,0
10099,21,MntFruits,115
5423,35,MntFruits,0
940,9,MntFruits,11
3011,23,MntFruits,12
3298,92,MntFruits,0
8286,55,MntFruits,1
9668,14,MntFruits,16
5120,78,MntFruits,96
6097,64,MntFruits,8
7019,49,MntFruits,18
7408,8,MntFruits,2
8041,35,MntFruits,71
252,11,MntFruits,133
9986,8,MntFruits,0
3276,53,MntFruits,12
3859,36,MntFruits,112
3570,64,MntFruits,2
3783,43,MntFruits,0
10207,40,MntFruits,1
10906,52,MntFruits,15
3427,11,MntFruits,0
5209,21,MntFruits,5
10711,23,MntFruits,77
10785,17,MntFruits,1
2814,6,MntFruits,1
6866,56,MntFruits,0
1665,71,MntFruits,0
6575,51,MntFruits,48
3829,94,MntFruits,3
3091,27,MntFruits,21
10141,1,MntFruits,1
5177,56,MntFruits,7
7005,71,MntFruits,35
6409,18,MntFruits,140
7485,48,MntFruits,4
8079,86,MntFruits,1
8395,48,MntFruits,37
10352,2,MntFruits,4
4931,13,MntFruits,0
13,57,MntFruits,0
1834,77,MntFruits,5
2285,0,MntFruits,9
2295,57,MntFruits,30
1378,24,MntFruits,16
2781,55,MntFruits,34
1165,62,MntFruits,13
1404,89,MntFruits,23
6457,77,MntFruits,24
2639,45,MntFruits,5
8299,46,MntFruits,2
6437,80,MntFruits,8
6912,60,MntFruits,30
7327,71,MntFruits,5
5299,43,MntFruits,107
4127,97,MntFruits,59
8143,49,MntFruits,2
1964,66,MntFruits,107
3690,20,MntFruits,102
3433,54,MntFruits,22
3389,61,MntFruits,53
4712,18,MntFruits,8
1170,45,MntFruits,15
6347,26,MntFruits,1
4065,0,MntFruits,0
8230,28,MntFruits,2
1215,49,MntFruits,117
5939,84,MntFruits,5
2156,38,MntFruits,0
7788,53,MntFruits,0
10323,88,MntFruits,7
7947,99,MntFruits,0
1891,12,MntFruits,50
2570,35,MntFruits,7
9256,5,MntFruits,26
295,77,MntFruits,70
7397,45,MntFruits,5
6349,71,MntFruits,73
10790,40,MntFruits,0
10398,82,MntFruits,6
2431,70,MntFruits,4
550,87,MntFruits,131
1890,95,MntFruits,1
10742,72,MntFruits,21
10356,5,MntFruits,0
4676,86,MntFruits,91
8852,80,MntFruits,126
3565,62,MntFruits,0
5294,49,MntFruits,8
1958,85,MntFruits,0
7349,7,MntFruits,17
8799,6,MntFruits,6
1351,25,MntFruits,12
1045,55,MntFruits,10
7732,81,MntFruits,0
8070,98,MntFruits,12
477,31,MntFruits,61
7832,30,MntFruits,44
2202,98,MntFruits,2
7396,92,MntFruits,51
4055,41,MntFruits,10
10340,68,MntFruits,12
10091,78,MntFruits,20
7629,46,MntFruits,3
10640,71,MntFruits,5
3498,6,MntFruits,61
6742,82,MntFruits,2
1172,71,MntFruits,44
569,32,MntFruits,129
4686,28,MntFruits,31
1381,20,MntFruits,3
2634,10,MntFruits,7
10905,7,MntFruits,2
1744,67,MntFruits,7
1000,48,MntFruits,72
3828,61,MntFruits,10
8605,36,MntFruits,0
10304,77,MntFruits,1
4351,90,MntFruits,2
10129,35,MntFruits,147
2499,38,MntFruits,97
10092,46,MntFruits,0
7500,33,MntFruits,16
5796,70,MntFruits,21
10556,51,MntFruits,13
1064,18,MntFruits,1
48,97,MntFruits,1
7610,32,MntFruits,0
263,9,MntFruits,19
10814,6,MntFruits,23
9710,80,MntFruits,7
9292,74,MntFruits,132
10250,49,MntFruits,5
7881,21,MntFruits,26
5847,95,MntFruits,21
737,56,MntFruits,86
3571,48,MntFruits,21
7807,26,MntFruits,0
3878,3,MntFruits,4
5092,39,MntFruits,0
2154,33,MntFruits,0
5394,42,MntFruits,9
3798,80,MntFruits,2
3524,9,MntFruits,1
5247,52,MntFruits,0
5883,78,MntFruits,120
2118,68,MntFruits,75
8812,45,MntFruits,3
6616,47,MntFruits,3
2797,34,MntFruits,20
4328,81,MntFruits,1
9167,72,MntFruits,71
10560,23,MntFruits,1
2631,29,MntFruits,108
8312,80,MntFruits,9
5534,30,MntFruits,1
5093,15,MntFruits,3
7592,86,MntFruits,9
8895,68,MntFruits,44
8584,54,MntFruits,53
2694,44,MntFruits,0
8910,7,MntFruits,2
7433,87,MntFruits,4
164,59,MntFruits,0
10477,16,MntFruits,0
2681,1,MntFruits,22
5150,64,MntFruits,4
5283,72,MntFruits,1
9645,98,MntFruits,138
10678,91,MntFruits,17
7261,8,MntFruits,33
9648,20,MntFruits,4
2870,6,MntFruits,0
8008,54,MntFruits,0
1513,72,MntFruits,21
6173,46,MntFruits,115
1419,11,MntFruits,6
9150,21,MntFruits,0
7960,89,MntFruits,22
1250,82,MntFruits,6
9905,69,MntFruits,1
10691,55,MntFruits,0
7002,13,MntFruits,48
2952,80,MntFruits,3
8439,97,MntFruits,26
762,27,MntFruits,21
2831,99,MntFruits,38
6977,87,MntFruits,0
6289,85,MntFruits,0
4168,30,MntFruits,7
8397,82,MntFruits,0
9284,21,MntFruits,16
6237,92,MntFruits,4
3130,95,MntFruits,4
1619,2,MntFruits,51
1990,74,MntFruits,34
5513,49,MntFruits,2
269,71,MntFruits,30
8093,72,MntFruits,8
10513,68,MntFruits,169
10177,4,MntFruits,69
2549,80,MntFruits,0
5782,15,MntFruits,35
10057,70,MntFruits,27
10307,91,MntFruits,9
8566,10,MntFruits,0
2415,99,MntFruits,17
5684,25,MntFruits,0
8334,34,MntFruits,1
9166,57,MntFruits,84
1440,84,MntFruits,17
78,51,MntFruits,0
5441,97,MntFruits,6
5302,13,MntFruits,27
4687,92,MntFruits,92
1087,30,MntFruits,14
6859,30,MntFruits,4
9860,11,MntFruits,0
7129,72,MntFruits,17
5866,39,MntFruits,3
10521,0,MntFruits,6
7393,15,MntFruits,5
7849,12,MntFruits,19
332,56,MntFruits,2
9847,39,MntFruits,15
531,55,MntFruits,14
9576,60,MntFruits,4
6906,73,MntFruits,48
7419,90,MntFruits,3
3170,86,MntFruits,66
8527,37,MntFruits,7
7872,7,MntFruits,21
9931,29,MntFruits,0
10595,19,MntFruits,6
4609,14,MntFruits,0
5010,72,MntFruits,8
4427,56,MntFruits,27
11148,85,MntFruits,1
1168,62,MntFruits,53
9595,1,MntFruits,169
10163,28,MntFruits,50
2886,70,MntFruits,0
6710,84,MntFruits,1
5316,89,MntFruits,4
9029,73,MntFruits,44
521,42,MntFruits,77
1459,16,MntFruits,35
10241,16,MntFruits,0
1630,56,MntFruits,50
3254,65,MntFruits,70
9064,10,MntFruits,25
3678,13,MntFruits,23
4227,78,MntFruits,0
9467,51,MntFruits,2
8486,27,MntFruits,0
2186,30,MntFruits,142
3286,71,MntFruits,2
8602,97,MntFruits,172
3722,83,MntFruits,1
6715,3,MntFruits,19
4796,71,MntFruits,10
9612,3,MntFruits,8
3766,15,MntFruits,71
1399,52,MntFruits,114
1570,8,MntFruits,9
3426,89,MntFruits,61
3074,66,MntFruits,107
8341,22,MntFruits,0
5180,56,MntFruits,0
6461,74,MntFruits,49
7679,48,MntFruits,3
10702,67,MntFruits,8
7505,24,MntFruits,1
5113,67,MntFruits,100
10858,38,MntFruits,30
2961,86,MntFruits,10
2747,90,MntFruits,134
3010,87,MntFruits,153
5790,62,MntFruits,6
6892,23,MntFruits,7
1743,99,MntFruits,86
3578,29,MntFruits,21
8462,52,MntFruits,4
5558,90,MntFruits,31
4619,9,MntFruits,2
8780,71,MntFruits,14
10789,13,MntFruits,1
10779,16,MntFruits,5
5896,94,MntFruits,7
2337,77,MntFruits,1
10951,20,MntFruits,0
544,51,MntFruits,61
17,81,MntFruits,47
10680,71,MntFruits,0
3265,36,MntFruits,1
5623,95,MntFruits,4
5832,32,MntFruits,183
5544,32,MntFruits,40
6417,85,MntFruits,138
5831,93,MntFruits,50
7101,24,MntFruits,0
10176,44,MntFruits,0
2326,15,MntFruits,0
4385,82,MntFruits,0
2929,27,MntFruits,42
10686,72,MntFruits,0
2546,7,MntFruits,4
3283,57,MntFruits,193
3138,84,MntFruits,27
4994,53,MntFruits,33
7966,48,MntFruits,137
3112,2,MntFruits,4
10872,65,MntFruits,0
2181,45,MntFruits,61
1867,42,MntFruits,48
1518,29,MntFruits,6
5734,83,MntFruits,4
2878,93,MntFruits,31
1458,40,MntFruits,3
7007,47,MntFruits,3
6200,50,MntFruits,108
1403,40,MntFruits,4
4827,3,MntFruits,22
6250,62,MntFruits,15
9291,25,MntFruits,2
2478,48,MntFruits,2
1139,56,MntFruits,14
5138,68,MntFruits,1
5393,64,MntFruits,0
10413,67,MntFruits,83
5015,94,MntFruits,6
10868,82,MntFruits,45
10676,3,MntFruits,193
2495,24,MntFruits,38
7842,54,MntFruits,7
9955,20,MntFruits,8
6663,96,MntFruits,0
2162,19,MntFruits,34
3434,60,MntFruits,72
7919,2,MntFruits,105
5626,13,MntFruits,4
6428,37,MntFruits,10
8514,59,MntFruits,0
10448,55,MntFruits,41
2109,60,MntFruits,71
7530,48,MntFruits,4
8925,38,MntFruits,53
3009,8,MntFruits,16
6355,19,MntFruits,0
3517,32,MntFruits,4
1158,27,MntFruits,1
6203,58,MntFruits,149
7165,59,MntFruits,35
3595,29,MntFruits,43
8537,60,MntFruits,80
4331,41,MntFruits,26
6281,27,MntFruits,0
4338,28,MntFruits,0
2452,8,MntFruits,33
9507,18,MntFruits,23
8360,76,MntFruits,16
10311,0,MntFruits,4
5117,32,MntFruits,151
4867,2,MntFruits,0
9289,16,MntFruits,1
10913,56,MntFruits,2
3032,97,MntFruits,34
8524,15,MntFruits,3
3334,35,MntFruits,143
4470,3,MntFruits,1
1406,49,MntFruits,7
8619,4,MntFruits,0
10821,45,MntFruits,4
4552,37,MntFruits,2
898,39,MntFruits,15
9797,38,MntFruits,19
10949,8,MntFruits,37
8212,89,MntFruits,15
6248,47,MntFruits,24
10164,75,MntFruits,33
4547,86,MntFruits,2
6815,4,MntFruits,21
4122,73,MntFruits,23
10841,46,MntFruits,22
5370,38,MntFruits,3
176,73,MntFruits,38
4860,66,MntFruits,2
10757,36,MntFruits,2
4023,29,MntFruits,17
6679,29,MntFruits,3
9923,6,MntFruits,0
7181,97,MntFruits,0
3599,61,MntFruits,80
405,68,MntFruits,0
6870,73,MntFruits,2
832,90,MntFruits,14
2002,81,MntFruits,51
3657,1,MntFruits,1
500,79,MntFruits,43
1951,92,MntFruits,122
3262,31,MntFruits,112
4102,46,MntFruits,1
7042,14,MntFruits,3
10598,89,MntFruits,1
255,31,MntFruits,0
2375,75,MntFruits,0
9829,42,MntFruits,4
6214,53,MntFruits,10
4954,53,MntFruits,27
7861,23,MntFruits,57
4837,57,MntFruits,43
9423,49,MntFruits,3
4198,6,MntFruits,1
153,29,MntFruits,3
9323,5,MntFruits,8
10001,98,MntFruits,17
3945,80,MntFruits,44
3799,4,MntFruits,35
8625,70,MntFruits,1
3491,32,MntFruits,60
983,82,MntFruits,29
9119,27,MntFruits,17
4786,94,MntFruits,82
5872,23,MntFruits,90
6568,97,MntFruits,0
5628,25,MntFruits,154
5631,92,MntFruits,47
4974,98,MntFruits,89
8416,19,MntFruits,6
5454,80,MntFruits,0
4095,80,MntFruits,37
5474,79,MntFruits,7
4268,50,MntFruits,0
10701,60,MntFruits,0
3507,44,MntFruits,161
2079,0,MntFruits,26
626,28,MntFruits,2
4426,35,MntFruits,4
2591,49,MntFruits,35
10509,46,MntFruits,0
6382,97,MntFruits,0
6673,51,MntFruits,6
7441,80,MntFruits,159
1071,10,MntFruits,88
10061,29,MntFruits,17
7187,52,MntFruits,42
8775,74,MntFruits,0
1612,82,MntFruits,0
2345,54,MntFruits,54
322,93,MntFruits,1
10897,63,MntFruits,80
123,92,MntFruits,35
6103,40,MntFruits,15
7899,70,MntFruits,33
10500,96,MntFruits,1
1655,81,MntFruits,3
2406,63,MntFruits,4
2712,85,MntFruits,178
5517,51,MntFruits,0
10643,23,MntFruits,83
2254,95,MntFruits,120
10281,11,MntFruits,60
6958,42,MntFruits,0
954,77,MntFruits,3
5079,82,MntFruits,1
10339,83,MntFruits,0
4643,40,MntFruits,26
3117,95,MntFruits,0
6497,32,MntFruits,6
5396,48,MntFruits,12
5250,75,MntFruits,126
1052,24,MntFruits,38
2802,61,MntFruits,25
6343,6,MntFruits,73
6507,16,MntFruits,11
7901,39,MntFruits,1
4865,2,MntFruits,7
2686,49,MntFruits,1
3107,31,MntFruits,24
7734,58,MntFruits,102
1146,5,MntFruits,8
11031,90,MntFruits,1
7428,47,MntFruits,132
975,25,MntFruits,4
1103,60,MntFruits,55
3422,67,MntFruits,12
1055,40,MntFruits,0
6544,63,MntFruits,0
1241,1,MntFruits,3
2909,89,MntFruits,24
5802,40,MntFruits,7
1407,5,MntFruits,12
6183,3,MntFruits,1
340,1,MntFruits,35
5991,24,MntFruits,2
3104,89,MntFruits,59
9729,48,MntFruits,10
1008,31,MntFruits,17
11091,68,MntFruits,2
3969,46,MntFruits,4
1916,92,MntFruits,3
9907,80,MntFruits,28
87,16,MntFruits,7
8659,50,MntFruits,71
6262,93,MntFruits,42
6147,51,MntFruits,2
8832,24,MntFruits,5
10067,79,MntFruits,0
7532,26,MntFruits,2
4915,86,MntFruits,72
2115,68,MntFruits,0
2088,98,MntFruits,15
2493,34,MntFruits,0
6292,60,MntFruits,0
1631,3,MntFruits,63
10104,65,MntFruits,0
3006,83,MntFruits,0
3919,64,MntFruits,0
11181,85,MntFruits,1
642,69,MntFruits,3
4369,48,MntFruits,67
10127,21,MntFruits,11
271,30,MntFruits,0
4973,39,MntFruits,3
2948,76,MntFruits,12
2715,11,MntFruits,3
10432,26,MntFruits,0
9216,34,MntFruits,2
7124,72,MntFruits,4
9727,13,MntFruits,24
5136,58,MntFruits,7
9790,12,MntFruits,72
1818,23,MntFruits,0
1100,33,MntFruits,4
7873,30,MntFruits,11
10609,15,MntFruits,0
6950,25,MntFruits,1
7233,4,MntFruits,32
9481,80,MntFruits,9
7699,30,MntFruits,0
2711,6,MntFruits,1
8933,16,MntFruits,3
8726,57,MntFruits,8
1515,9,MntFruits,2
5186,59,MntFruits,7
10157,78,MntFruits,15
5667,90,MntFruits,30
902,74,MntFruits,12
977,10,MntFruits,19
7313,63,MntFruits,73
7600,13,MntFruits,3
9706,98,MntFruits,1
2429,4,MntFruits,69
3520,94,MntFruits,28
10394,91,MntFruits,144
4548,66,MntFruits,4
9362,14,MntFruits,5
3968,77,MntFruits,10
4084,41,MntFruits,155
6721,21,MntFruits,19
2829,25,MntFruits,0
1772,2,MntFruits,37
1544,51,MntFruits,68
492,3,MntFruits,3
4377,32,MntFruits,10
4541,84,MntFruits,6
1321,49,MntFruits,2
8858,69,MntFruits,0
3266,96,MntFruits,36
11187,23,MntFruits,8
8207,18,MntFruits,0
9723,8,MntFruits,142
2666,21,MntFruits,50
5721,60,MntFruits,76
10652,48,MntFruits,67
1646,36,MntFruits,9
4418,36,MntFruits,47
2656,63,MntFruits,1
7990,2,MntFruits,1
8722,38,MntFruits,54
7118,61,MntFruits,80
2980,52,MntFruits,0
1839,25,MntFruits,7
10722,63,MntFruits,8
2632,10,MntFruits,0
9014,65,MntFruits,1
7620,71,MntFruits,11
10968,0,MntFruits,21
11133,3,MntFruits,3
2736,88,MntFruits,124
1876,15,MntFruits,0
5959,80,MntFruits,0
1092,17,MntFruits,129
4333,76,MntFruits,0
3850,52,MntFruits,3
6168,28,MntFruits,0
607,31,MntFruits,29
10469,42,MntFruits,71
6983,24,MntFruits,2
3661,42,MntFruits,51
9303,12,MntFruits,4
692,88,MntFruits,2
736,67,MntFruits,3
9589,54,MntFruits,194
4838,40,MntFruits,1
9246,73,MntFruits,3
