customer_id,year_birth,education,marital_status,income,kidhome,teenhome,signup_date
10882,1976,Graduation,Married,53858,0,1,2012-11-09 00:00:00
7030,1955,PhD,Married,66465,0,1,2013-03-30 00:00:00
7422,1987,Graduation,Single,46923,1,0,2012-08-22 00:00:00
3523,1962,Graduation,Together,75072,0,1,2013-01-23 00:00:00
7106,1943,PhD,Married,75865,0,0,2014-03-31 00:00:00
6504,1975,2n Cycle,Together,19789,1,0,2013-11-20 00:00:00
5067,1994,Graduation,Together,80134,0,0,2014-02-14 00:00:00
4216,1981,Graduation,Single,91065,0,0,2013-02-22 00:00:00
8581,1971,Master,Married,49505,1,1,2013-03-05 00:00:00
5929,1973,PhD,Married,37401,1,0,2014-05-06 00:00:00
3129,1983,Graduation,Married,30096,1,0,2014-05-22 00:00:00
6528,1982,Master,Together,18492,1,0,2014-06-05 00:00:00
1361,1974,Master,Married,82584,0,0,2013-06-04 00:00:00
6932,1941,PhD,Married,93027,0,0,2013-04-13 00:00:00
7284,1953,Graduation,Married,48686,1,2,2013-12-04 00:00:00
1340,1986,Graduation,Married,92910,0,0,2014-04-24 00:00:00
8746,1989,Graduation,Married,75433,1,0,2014-04-05 00:00:00
5987,1989,2n Cycle,Together,10404,1,0,2014-05-04 00:00:00
3767,1968,Graduation,Married,61314,0,1,2013-04-25 00:00:00
3725,1961,PhD,Single,84865,0,0,2013-05-09 00:00:00
4324,1989,Graduation,Married,42387,1,0,2012-10-29 00:00:00
238,1967,2n Cycle,Together,67309,1,1,2013-01-23 00:00:00
6694,1964,Graduation,Married,75236,0,1,2013-11-25 00:00:00
498,1970,Graduation,Single,30015,1,0,2014-02-02 00:00:00
9347,1956,Master,Together,50943,0,1,2013-06-21 00:00:00
9699,1966,Graduation,Divorced,67272,0,1,2013-12-21 00:00:00
10664,1949,Master,Widow,51529,0,1,2013-09-07 00:00:00
5455,1971,PhD,Married,32011,1,0,2013-08-22 00:00:00
456,1986,2n Cycle,Married,7500,1,0,2013-02-07 00:00:00
5012,1989,Graduation,Married,28691,1,0,2013-07-04 00:00:00
7495,1948,PhD,Married,56223,0,1,2013-12-20 00:00:00
5029,1946,Graduation,Married,18100,0,0,2013-08-06 00:00:00
10642,1989,Graduation,Single,30279,1,0,2012-12-30 00:00:00
2106,1974,2n Cycle,Married,20130,0,0,2014-03-17 00:00:00
10364,1959,Graduation,Divorced,23295,0,0,2013-07-13 00:00:00
5954,1972,Master,Divorced,42618,1,0,2013-10-09 00:00:00
1137,1964,Graduation,Single,81246,0,0,2013-12-29 00:00:00
2541,1976,Graduation,Married,24027,1,0,2013-06-09 00:00:00
1142,1953,PhD,Married,55707,0,1,2013-12-22 00:00:00
2276,1955,Graduation,Single,57959,0,1,2013-05-02 00:00:00
2807,1969,Graduation,Married,56796,0,1,2013-02-16 00:00:00
6471,1971,Master,Single,36230,1,0,2013-10-17 00:00:00
6131,1980,2n Cycle,Married,70829,1,1,2013-12-01 00:00:00
6233,1976,Graduation,Married,65991,0,1,2012-09-07 00:00:00
4148,1972,Graduation,Married,38988,1,2,2012-08-20 00:00:00
4947,1966,2n Cycle,Single,89572,0,0,2012-09-15 00:00:00
3225,1984,Master,Married,42207,1,0,2013-04-01 00:00:00
7540,1952,Graduation,Married,50300,0,1,2014-05-25 00:00:00
10648,1982,2n Cycle,Together,66664,0,0,2012-09-25 00:00:00
1992,1964,Graduation,Married,60597,0,1,2014-01-01 00:00:00
7851,1949,Graduation,Widow,70165,0,0,2013-09-22 00:00:00
8594,1958,PhD,Widow,50520,0,1,2014-01-28 00:00:00
7059,1963,Graduation,Married,80124,0,0,2014-06-26 00:00:00
2815,1975,Graduation,Married,33183,1,0,2014-02-24 00:00:00
2416,1969,PhD,Single,66582,0,0,2014-03-03 00:00:00
7999,1955,PhD,Together,75261,0,0,2013-04-23 00:00:00
9213,1970,Graduation,Widow,31880,1,0,2012-10-31 00:00:00
9697,1951,Graduation,Married,53790,0,2,2014-03-06 00:00:00
3916,1971,PhD,Together,49269,1,0,2012-08-15 00:00:00
2021,1975,Graduation,Married,61456,0,1,2013-03-27 00:00:00
1581,1980,Graduation,Married,37406,1,0,2013-10-10 00:00:00
564,1981,PhD,Together,56937,1,0,2012-08-04 00:00:00
6619,1978,Graduation,Married,38415,1,1,2013-01-02 00:00:00
9081,1988,Graduation,Single,20518,1,0,2014-05-18 00:00:00
178,1956,Graduation,Married,62503,0,1,2013-02-18 00:00:00
916,1972,PhD,Single,41644,1,1,2014-05-09 00:00:00
5512,1977,Master,Married,55842,0,1,2014-05-23 00:00:00
8970,1972,PhD,Married,62010,0,1,2012-10-23 00:00:00
10581,1977,Graduation,Married,41124,1,0,2012-10-31 00:00:00
5300,1973,Master,Married,38961,1,0,2013-12-30 00:00:00
5154,1972,Master,Divorced,37760,1,0,2013-08-11 00:00:00
8346,1974,Graduation,Single,32233,1,0,2012-08-19 00:00:00
1676,1975,Graduation,Married,43057,0,1,2013-10-30 00:00:00
9286,1960,Master,Together,83151,0,0,2012-10-10 00:00:00
2426,1964,PhD,Divorced,78825,0,0,2012-09-14 00:00:00
5172,1976,Master,Together,65104,0,1,2013-11-14 00:00:00
5562,1974,Graduation,Married,60093,0,1,2013-06-26 00:00:00
3436,1969,Graduation,Married,14045,1,0,2014-01-26 00:00:00
3921,1952,2n Cycle,Widow,28457,0,0,2012-10-28 00:00:00
3403,1958,PhD,Together,78952,0,1,2012-09-24 00:00:00
22,1976,Graduation,Divorced,46310,1,0,2012-12-03 00:00:00
10965,1955,Graduation,Together,76005,0,0,2013-02-22 00:00:00
9426,1964,Master,Single,58308,0,1,2013-01-12 00:00:00
6605,1944,PhD,Divorced,55614,0,0,2013-11-27 00:00:00
3136,1962,Master,Divorced,59432,0,1,2013-04-13 00:00:00
8737,1978,Graduation,Divorced,55563,0,1,2014-04-05 00:00:00
11088,1971,PhD,Together,78642,0,1,2013-04-21 00:00:00
716,1949,PhD,Together,67911,0,1,2014-05-22 00:00:00
466,1944,Graduation,Married,65275,0,0,2013-04-03 00:00:00
9135,1950,Graduation,Together,27203,1,1,2012-08-06 00:00:00
10623,1961,Master,Together,48330,0,1,2013-11-15 00:00:00
8151,1990,Basic,Married,24279,0,0,2012-12-29 00:00:00
5140,1985,PhD,Married,64355,1,0,2012-08-24 00:00:00
10160,1956,Master,Together,50943,0,1,2013-06-21 00:00:00
4945,1953,Graduation,Widow,53653,0,0,2012-11-07 00:00:00
10584,1976,Graduation,Married,65665,0,1,2013-12-02 00:00:00
6071,1989,Graduation,Single,81217,0,0,2013-07-19 00:00:00
3386,1992,Graduation,Married,34935,0,0,2013-06-21 00:00:00
8939,1959,Graduation,Divorced,61250,0,1,2012-12-16 00:00:00
9925,1981,PhD,Together,39665,1,0,2013-05-25 00:00:00
4320,1979,Graduation,Single,60152,0,1,2013-03-28 00:00:00
5389,1964,Graduation,Married,48920,0,2,2013-10-20 00:00:00
6036,1959,Master,Together,89120,0,0,2014-03-17 00:00:00
182,1946,PhD,Together,44124,0,1,2013-05-11 00:00:00
203,1975,Master,Single,81169,0,0,2013-04-14 00:00:00
11025,1961,Graduation,Married,36443,1,1,2013-02-03 00:00:00
10203,1990,Graduation,Single,26095,1,0,2013-06-30 00:00:00
4607,1959,Graduation,Together,71367,0,0,2013-08-23 00:00:00
3711,1944,Master,Married,80184,0,0,2014-03-01 00:00:00
3696,1965,Graduation,Divorced,30630,1,1,2014-01-27 00:00:00
2532,1987,Master,Single,73454,0,0,2014-03-01 00:00:00
9214,1991,Graduation,Married,42691,0,0,2013-08-16 00:00:00
4943,1953,Graduation,Married,70503,0,0,2012-09-30 00:00:00
35,1987,Graduation,Married,25545,1,0,2012-09-08 00:00:00
2258,1986,Graduation,Married,32880,1,0,2012-12-04 00:00:00
4322,1958,PhD,Together,77863,0,0,2013-11-27 00:00:00
713,1977,Master,Married,50353,0,0,2014-06-08 00:00:00
4702,1964,Graduation,Single,61839,0,0,2012-08-12 00:00:00
3281,1960,PhD,Married,49154,1,1,2013-11-03 00:00:00
702,1975,2n Cycle,Widow,47682,0,1,2013-02-15 00:00:00
2004,1969,Graduation,Single,72679,0,1,2013-09-18 00:00:00
4769,1977,Master,Together,57954,1,1,2014-06-18 00:00:00
4437,1962,Graduation,Married,65316,1,1,2013-04-24 00:00:00
8724,1982,Graduation,Single,28567,1,0,2013-06-17 00:00:00
10741,1951,Master,Together,47352,0,1,2013-04-11 00:00:00
1991,1967,Graduation,Together,44931,0,1,2014-01-18 00:00:00
6931,1967,Graduation,Divorced,76982,0,0,2014-02-15 00:00:00
11096,1952,2n Cycle,Together,57247,0,1,2013-08-08 00:00:00
304,1981,Master,Single,22944,1,0,2013-12-23 00:00:00
3665,1977,2n Cycle,Together,25315,1,0,2013-11-07 00:00:00
10591,1969,Graduation,Widow,43638,0,1,2012-08-06 00:00:00
5036,1984,PhD,Single,42710,1,0,2012-11-28 00:00:00
5547,1982,PhD,Married,84169,0,0,2013-08-07 00:00:00
7822,1976,Graduation,Together,54058,0,1,2013-06-04 00:00:00
8541,1990,2n Cycle,Married,24683,1,0,2014-03-08 00:00:00
10955,1964,Graduation,Widow,85620,0,0,2014-01-07 00:00:00
4368,1980,Graduation,Married,47850,1,0,2013-12-03 00:00:00
9671,1968,Graduation,Married,19514,1,1,2014-01-26 00:00:00
2256,1973,Master,Married,27159,1,1,2014-03-29 00:00:00
4279,1963,2n Cycle,Single,39548,1,1,2014-03-31 00:00:00
5371,1989,Graduation,Single,21474,1,0,2014-04-08 00:00:00
9240,1971,PhD,Single,60504,0,1,2014-02-07 00:00:00
9460,1963,Graduation,Married,22419,0,0,2013-04-18 00:00:00
9504,1949,Master,Married,81698,0,0,2013-11-06 00:00:00
8692,1952,Graduation,Together,43462,1,1,2012-09-12 00:00:00
448,1978,PhD,Single,54880,1,0,2013-03-01 00:00:00
8314,1982,Graduation,Married,79908,0,0,2013-04-05 00:00:00
8420,1970,2n Cycle,Married,15315,0,0,2013-08-03 00:00:00
3174,1959,Graduation,Together,87771,0,1,2013-05-22 00:00:00
7685,1978,Graduation,Married,33039,1,0,2013-09-09 00:00:00
3179,1980,Graduation,Single,81741,0,0,2013-06-16 00:00:00
9780,1971,Master,Together,71499,0,1,2013-06-25 00:00:00
10681,1970,2n Cycle,Married,62466,0,1,2014-01-15 00:00:00
10232,1963,PhD,Divorced,48799,0,1,2013-11-05 00:00:00
4184,1950,PhD,Together,52157,0,1,2014-06-07 00:00:00
9120,1962,Graduation,Single,66565,0,1,2012-12-05 00:00:00
891,1951,Master,Together,29298,1,1,2013-09-07 00:00:00
10381,1979,Graduation,Single,47691,0,1,2013-07-05 00:00:00
3525,1970,Graduation,Together,38200,1,1,2012-12-07 00:00:00
6818,1974,Graduation,Married,44989,0,1,2012-09-12 00:00:00
3526,1968,PhD,Married,38443,1,1,2014-01-27 00:00:00
8181,1978,2n Cycle,Single,38593,1,0,2013-09-13 00:00:00
1029,1970,PhD,Together,64413,0,1,2013-08-01 00:00:00
7369,1981,Master,Married,36959,1,0,2013-10-02 00:00:00
2574,1977,PhD,Married,61996,0,1,2013-01-31 00:00:00
8159,1968,Graduation,Married,51287,1,1,2014-04-01 00:00:00
1160,1970,Graduation,Married,13260,1,1,2013-08-23 00:00:00
10242,1966,PhD,Together,47472,1,1,2013-09-16 00:00:00
5253,1956,Master,Together,54603,1,1,2013-07-09 00:00:00
5966,1974,PhD,Married,45207,1,1,2012-11-10 00:00:00
5314,1951,Graduation,Together,40689,0,1,2013-03-18 00:00:00
5081,1967,2n Cycle,Together,47821,1,1,2013-10-20 00:00:00
5123,1951,Master,Married,27450,0,0,2013-04-15 00:00:00
5756,1983,Graduation,Together,39453,1,0,2014-04-03 00:00:00
8036,1971,2n Cycle,Together,26850,1,1,2014-04-18 00:00:00
9058,1955,Graduation,Widow,79800,0,0,2012-09-23 00:00:00
5057,1961,Master,Married,61794,0,1,2013-09-14 00:00:00
254,1955,Graduation,Together,53863,0,1,2014-05-17 00:00:00
4179,1959,Graduation,Together,24221,0,0,2013-08-20 00:00:00
3710,1984,PhD,Single,39684,1,0,2012-10-12 00:00:00
7627,1975,Master,Married,92163,0,0,2012-12-12 00:00:00
4501,1965,Master,Single,69882,0,0,2013-11-10 00:00:00
6424,1977,Graduation,Together,33178,1,0,2014-01-30 00:00:00
3075,1972,PhD,Married,59973,0,0,2013-09-11 00:00:00
4992,1975,Master,Together,17459,1,0,2013-09-19 00:00:00
5252,1969,Graduation,Divorced,23910,1,0,2012-10-26 00:00:00
7444,1969,Master,Married,42169,1,1,2013-10-19 00:00:00
6919,1978,2n Cycle,Married,26224,1,0,2013-06-04 00:00:00
3537,1981,Graduation,Together,31089,1,0,2012-08-17 00:00:00
10277,1961,Graduation,Single,30081,0,1,2013-02-21 00:00:00
2453,1960,Graduation,Together,62807,0,1,2012-08-31 00:00:00
7972,1955,Graduation,Single,72906,0,0,2013-09-17 00:00:00
895,1948,PhD,Married,61467,0,2,2012-12-09 00:00:00
1177,1966,Master,Together,49618,1,1,2013-01-26 00:00:00
7141,1986,Master,Single,21888,1,0,2012-12-29 00:00:00
7232,1973,Graduation,Widow,42429,0,1,2014-02-11 00:00:00
8477,1956,Graduation,Divorced,26150,2,1,2013-03-11 00:00:00
2457,1975,Basic,Married,30801,0,1,2012-10-26 00:00:00
988,1965,Graduation,Married,81168,0,0,2014-05-07 00:00:00
7930,1969,Master,Single,26877,0,0,2013-08-19 00:00:00
4587,1944,Master,Widow,45006,0,0,2013-07-18 00:00:00
6682,1973,Basic,Married,18978,1,0,2012-12-11 00:00:00
6222,1967,Graduation,Married,22574,2,1,2013-10-28 00:00:00
10299,1969,PhD,Single,48240,0,0,2012-11-09 00:00:00
3083,1974,Graduation,Married,45837,1,1,2013-07-26 00:00:00
8953,1965,Master,Single,35791,2,1,2013-05-06 00:00:00
1503,1976,PhD,Together,162397,1,1,2013-06-03 00:00:00
8650,1978,Graduation,Widow,54162,1,1,2013-03-18 00:00:00
10862,1960,Master,Married,30522,0,1,2012-08-17 00:00:00
2782,1961,PhD,Married,54456,0,1,2013-07-11 00:00:00
6941,1971,Graduation,Single,31632,0,0,2013-07-14 00:00:00
10972,1949,Graduation,Widow,72298,0,0,2014-03-10 00:00:00
10708,1978,2n Cycle,Single,36975,1,0,2013-12-28 00:00:00
6583,1955,2n Cycle,Married,72635,0,0,2013-06-03 00:00:00
3641,1976,Graduation,Married,13624,1,0,2013-01-20 00:00:00
10156,1975,Graduation,Single,84196,0,1,2013-06-03 00:00:00
4299,1960,Graduation,Together,70971,0,1,2012-09-21 00:00:00
3469,1977,PhD,Divorced,34487,1,1,2012-09-06 00:00:00
5063,1977,Graduation,Single,28769,1,0,2012-12-18 00:00:00
10727,1970,PhD,Married,69084,1,0,2013-11-19 00:00:00
9624,1958,PhD,Together,65488,0,0,2014-06-13 00:00:00
5156,1970,2n Cycle,Married,62466,0,1,2014-01-15 00:00:00
4376,1960,2n Cycle,Single,32218,0,0,2014-02-15 00:00:00
8923,1973,Graduation,Single,83917,0,0,2013-04-18 00:00:00
8461,1962,Graduation,Divorced,46102,2,1,2014-03-10 00:00:00
6945,1952,Graduation,Single,84574,0,0,2013-06-04 00:00:00
944,1962,Graduation,Married,56181,0,1,2013-01-08 00:00:00
1907,1950,Master,Divorced,63120,0,1,2012-09-28 00:00:00
701,1971,Graduation,Married,73691,0,1,2013-11-06 00:00:00
3856,1960,Graduation,Together,63381,0,1,2012-10-05 00:00:00
4149,1948,PhD,Together,76140,0,0,2014-05-13 00:00:00
2131,1959,PhD,Divorced,62859,0,1,2012-12-30 00:00:00
2942,1964,Graduation,Single,45906,0,1,2013-05-07 00:00:00
1173,1947,Master,Together,77632,0,0,2013-03-10 00:00:00
4381,1971,PhD,Married,46463,1,1,2013-08-18 00:00:00
4611,1970,Graduation,Together,105471,0,0,2013-01-21 00:00:00
3376,1970,Master,Divorced,55282,1,0,2013-12-13 00:00:00
4679,1977,Master,Married,78710,0,1,2014-05-23 00:00:00
10928,1958,Graduation,Together,66886,0,1,2013-09-16 00:00:00
4248,1960,Master,Single,98777,0,0,2014-02-17 00:00:00
6728,1985,Graduation,Together,29103,1,0,2012-08-27 00:00:00
6661,1974,Graduation,Married,67445,0,1,2012-08-12 00:00:00
4725,1950,PhD,Together,50616,0,1,2014-04-13 00:00:00
3277,1955,Graduation,Divorced,49431,0,1,2012-08-03 00:00:00
5555,1975,Graduation,Divorced,153924,0,0,2014-02-07 00:00:00
2564,1953,Graduation,Together,61278,0,1,2014-01-04 00:00:00
946,1958,2n Cycle,Together,26490,0,0,2012-09-22 00:00:00
3867,1947,PhD,Together,73059,0,1,2013-08-31 00:00:00
6940,1966,PhD,Single,46734,1,2,2013-10-21 00:00:00
55,1963,Graduation,Together,56253,0,1,2012-12-07 00:00:00
7093,1985,Graduation,Married,19986,1,0,2013-11-14 00:00:00
5084,1975,Graduation,Widow,58330,0,1,2013-12-25 00:00:00
1777,1980,Basic,Married,25965,0,0,2012-09-07 00:00:00
8162,1956,Master,Together,14661,0,0,2013-01-01 00:00:00
10826,1959,Graduation,Married,18690,0,0,2012-12-28 00:00:00
8754,1974,PhD,Together,45068,0,1,2013-05-16 00:00:00
1987,1987,Basic,Single,21063,1,0,2013-09-25 00:00:00
11007,1968,PhD,Married,29187,1,0,2013-05-09 00:00:00
7426,1971,2n Cycle,Married,54690,1,1,2013-11-07 00:00:00
9153,1964,PhD,Married,59304,0,1,2013-07-29 00:00:00
10379,1962,Master,Single,59247,0,2,2013-11-08 00:00:00
9204,1970,Graduation,Widow,66731,0,1,2012-09-12 00:00:00
3197,1980,Graduation,Married,77353,0,1,2013-12-16 00:00:00
2920,1975,PhD,Single,52614,0,1,2012-12-01 00:00:00
6961,1974,Graduation,Married,26751,2,0,2014-05-22 00:00:00
4673,1963,PhD,Married,81300,0,1,2012-10-30 00:00:00
9937,1979,Graduation,Single,70337,0,0,2014-01-02 00:00:00
8779,1985,2n Cycle,Married,36145,1,0,2013-06-16 00:00:00
9596,1980,PhD,Single,65295,0,0,2013-12-23 00:00:00
2891,1963,Graduation,Divorced,68118,0,1,2013-10-18 00:00:00
4910,1967,Graduation,Divorced,68743,0,0,2012-08-30 00:00:00
75,1982,2n Cycle,Together,41039,0,0,2013-07-25 00:00:00
10120,1955,Graduation,Together,38946,0,1,2013-10-24 00:00:00
6327,1967,Graduation,Together,65777,0,0,2013-12-19 00:00:00
10142,1976,PhD,Divorced,66476,0,1,2013-03-07 00:00:00
9826,1972,PhD,Single,86857,0,0,2012-09-12 00:00:00
1501,1982,PhD,Married,160803,0,0,2012-08-04 00:00:00
10767,1989,PhD,Together,77845,0,0,2014-05-16 00:00:00
7279,1969,PhD,Together,69476,0,0,2013-09-30 00:00:00
7230,1960,PhD,Divorced,50611,0,1,2012-10-04 00:00:00
143,1970,Graduation,Single,61209,0,0,2013-08-25 00:00:00
450,1958,Master,Together,42315,0,1,2013-07-12 00:00:00
9316,1952,Basic,Together,13084,0,0,2013-11-02 00:00:00
6379,1949,Master,Widow,47570,1,1,2013-05-29 00:00:00
9239,1961,Master,Married,61923,0,2,2013-07-26 00:00:00
8315,1995,Graduation,Single,34824,0,0,2014-03-26 00:00:00
2868,1949,PhD,Single,26518,1,1,2013-04-08 00:00:00
10888,1961,Graduation,Single,45938,0,0,2013-11-03 00:00:00
1277,1960,Graduation,Together,78468,0,0,2014-04-09 00:00:00
9977,1973,Graduation,Divorced,78901,0,1,2013-09-17 00:00:00
10196,1978,Graduation,Married,71427,2,0,2014-03-12 00:00:00
6384,1978,Graduation,Divorced,71022,0,1,2014-02-11 00:00:00
8029,1988,Master,Single,90247,0,0,2014-04-29 00:00:00
968,1968,Master,Divorced,41335,1,0,2013-12-26 00:00:00
6988,1986,Graduation,Married,71952,1,0,2013-01-10 00:00:00
4472,1970,PhD,Divorced,35682,1,0,2014-06-27 00:00:00
6991,1951,Graduation,Divorced,43185,0,1,2013-04-10 00:00:00
3336,1948,PhD,Together,66375,0,1,2013-11-21 00:00:00
4301,1971,Master,Married,35178,1,0,2013-01-10 00:00:00
1940,1986,Graduation,Married,25252,1,0,2013-07-12 00:00:00
1272,1965,Master,Single,55250,0,1,2012-10-21 00:00:00
1388,1975,Graduation,Single,33249,1,0,2013-02-20 00:00:00
1044,1953,Graduation,Together,58398,0,0,2013-05-14 00:00:00
6969,1982,Graduation,Together,50272,1,0,2013-08-07 00:00:00
10479,1975,PhD,Married,76618,0,0,2012-12-07 00:00:00
3619,1960,2n Cycle,Divorced,87305,0,0,2012-09-23 00:00:00
1715,1978,Graduation,Together,25851,1,0,2013-02-11 00:00:00
10159,1970,Graduation,Divorced,58710,0,1,2013-03-31 00:00:00
1463,1958,Graduation,Single,45160,1,1,2014-03-29 00:00:00
5114,1965,Master,Married,74806,0,1,2012-12-19 00:00:00
4990,1954,Graduation,Married,59111,0,0,2013-05-02 00:00:00
4329,1984,PhD,Married,18988,1,0,2014-05-23 00:00:00
10936,1965,Graduation,Married,72190,0,0,2013-02-13 00:00:00
4692,1976,Graduation,Married,7500,1,0,2012-08-01 00:00:00
7212,1966,Graduation,Married,44794,0,1,2014-06-08 00:00:00
6086,1955,Graduation,Married,80395,0,0,2013-11-23 00:00:00
437,1976,Master,Divorced,75012,0,0,2014-01-25 00:00:00
11171,1965,Master,Married,56962,2,1,2013-10-11 00:00:00
11101,1991,Graduation,Together,89891,0,0,2013-04-15 00:00:00
5329,1949,PhD,Divorced,35946,1,1,2013-09-27 00:00:00
610,1953,PhD,Together,53593,1,1,2012-08-07 00:00:00
9384,1978,Graduation,Married,66373,1,1,2013-06-12 00:00:00
5956,1948,PhD,Divorced,45072,1,2,2013-10-16 00:00:00
10430,1973,Graduation,Divorced,89694,1,1,2013-10-09 00:00:00
7875,1949,Graduation,Married,72025,0,0,2014-04-29 00:00:00
7072,1973,Graduation,Married,67432,0,1,2013-03-29 00:00:00
6255,1952,Master,Together,70545,0,1,2014-06-03 00:00:00
6516,1989,Basic,Married,17487,1,0,2013-03-18 00:00:00
5564,1969,Graduation,Together,62882,0,1,2012-08-09 00:00:00
5682,1953,PhD,Single,64108,0,1,2013-03-23 00:00:00
7458,1956,Master,Together,34941,1,1,2013-03-06 00:00:00
5237,1950,PhD,Single,48767,1,2,2014-01-01 00:00:00
7761,1978,2n Cycle,Together,38702,1,0,2013-08-01 00:00:00
5278,1964,Graduation,Married,82224,0,0,2014-01-25 00:00:00
3560,1952,Graduation,Together,83844,0,0,2013-05-12 00:00:00
7235,1975,2n Cycle,Married,17003,1,0,2013-12-09 00:00:00
10548,1995,Graduation,Single,71163,0,0,2014-03-09 00:00:00
2281,1970,Graduation,Single,33697,1,0,2013-09-15 00:00:00
4073,1954,2n Cycle,Married,63564,0,0,2014-01-29 00:00:00
6974,1972,PhD,Together,83443,0,0,2013-12-31 00:00:00
7938,1958,PhD,Together,51518,0,1,2013-10-03 00:00:00
7094,1975,Graduation,Widow,58330,0,1,2013-12-25 00:00:00
3667,1969,Graduation,Married,80952,0,0,2013-02-28 00:00:00
7723,1979,Graduation,Together,75507,0,0,2014-05-02 00:00:00
3870,1978,2n Cycle,Together,63855,0,0,2013-02-09 00:00:00
4012,1972,PhD,Together,62220,0,1,2012-08-11 00:00:00
5909,1964,Graduation,Married,58512,0,1,2013-09-19 00:00:00
10470,1979,Master,Married,40662,1,0,2013-03-15 00:00:00
6488,1959,PhD,Married,38829,0,1,2014-04-06 00:00:00
10270,1981,2n Cycle,Married,35523,1,0,2013-10-03 00:00:00
6887,1967,Graduation,Single,79146,1,1,2014-04-24 00:00:00
6406,1988,Master,Married,78285,0,0,2013-10-28 00:00:00
7573,1978,PhD,Single,31626,1,0,2013-05-10 00:00:00
4508,1952,Graduation,Single,75127,0,0,2014-05-22 00:00:00
221,1955,Graduation,Married,48726,0,1,2013-04-27 00:00:00
5331,1977,Graduation,Married,74985,0,0,2012-09-11 00:00:00
1911,1987,Graduation,Together,67430,0,0,2012-09-05 00:00:00
20,1965,2n Cycle,Married,46891,0,1,2013-09-01 00:00:00
8786,1956,Master,Married,62058,0,1,2013-05-26 00:00:00
10582,1979,Graduation,Married,72063,0,1,2013-07-03 00:00:00
1915,1951,PhD,Married,78939,0,0,2013-12-12 00:00:00
8897,1965,Graduation,Single,42720,1,1,2013-04-24 00:00:00
2371,1972,Graduation,Married,33622,1,1,2013-04-13 00:00:00
4303,1957,PhD,Together,6835,0,1,2012-12-08 00:00:00
6825,1953,Graduation,Together,41452,1,1,2013-03-06 00:00:00
1072,1965,PhD,Single,40760,0,1,2013-08-30 00:00:00
4964,1958,PhD,Together,74250,0,0,2014-01-26 00:00:00
2461,1955,Master,Single,51124,1,1,2013-12-18 00:00:00
10736,1971,Graduation,Single,72258,0,1,2013-09-12 00:00:00
3194,1974,PhD,Single,71466,0,0,2014-04-05 00:00:00
10839,1976,Graduation,Together,36283,1,1,2014-04-14 00:00:00
49,1970,Graduation,Single,20587,1,0,2014-05-11 00:00:00
4290,1972,Graduation,Married,30467,1,0,2014-03-19 00:00:00
10219,1972,Graduation,Together,31590,1,0,2013-06-18 00:00:00
4211,1986,Basic,Married,20425,1,0,2012-10-29 00:00:00
1135,1960,Master,Together,17144,1,1,2014-02-15 00:00:00
6299,1968,PhD,Divorced,42564,0,1,2013-01-02 00:00:00
10846,1978,Master,Married,43783,1,0,2014-05-29 00:00:00
347,1976,Graduation,Divorced,40780,0,1,2012-09-08 00:00:00
6543,1945,Master,Together,62847,0,0,2013-01-15 00:00:00
10446,1957,PhD,Married,82017,0,0,2012-11-07 00:00:00
3479,1950,Graduation,Single,16813,0,0,2013-07-19 00:00:00
11075,1978,Graduation,Married,51267,1,1,2013-10-29 00:00:00
4442,1961,Graduation,Single,46524,0,1,2013-04-05 00:00:00
199,1962,Master,Single,45183,0,0,2013-01-20 00:00:00
6722,1954,PhD,Married,70421,0,1,2014-06-28 00:00:00
796,1965,2n Cycle,Divorced,60161,0,1,2012-10-23 00:00:00
3749,1973,Graduation,Together,73926,0,0,2013-03-02 00:00:00
8523,1968,Graduation,Married,19329,1,0,2013-12-14 00:00:00
310,1970,Master,Married,61872,0,1,2013-12-13 00:00:00
8629,1956,Graduation,Widow,46984,1,1,2013-03-26 00:00:00
236,1951,Graduation,Married,34838,1,1,2013-01-19 00:00:00
9930,1944,PhD,Single,82716,0,0,2013-11-05 00:00:00
3483,1958,Graduation,Married,48192,0,0,2013-04-06 00:00:00
4599,1976,Master,Married,49681,0,2,2013-11-04 00:00:00
7326,1971,Master,Married,56850,0,1,2014-03-23 00:00:00
7352,1957,Graduation,Married,55267,0,1,2013-10-21 00:00:00
2350,1972,Graduation,Married,59666,1,1,2013-03-22 00:00:00
9145,1972,Graduation,Single,72504,0,1,2013-04-06 00:00:00
2964,1981,Graduation,Married,26872,0,0,2013-10-16 00:00:00
5585,1972,Graduation,Single,21359,1,0,2013-04-20 00:00:00
9687,1975,Graduation,Single,73170,0,0,2014-05-31 00:00:00
3732,1955,Master,Married,52750,0,1,2013-02-04 00:00:00
6303,1986,PhD,Together,91820,0,0,2013-11-23 00:00:00
11176,1970,PhD,Together,65968,0,1,2014-05-12 00:00:00
2986,1976,Graduation,Married,30772,1,1,2014-03-12 00:00:00
7462,1954,Graduation,Single,22507,0,0,2012-11-24 00:00:00
3900,1972,Graduation,Married,65685,0,1,2014-03-29 00:00:00
7034,1978,2n Cycle,Married,25804,1,0,2013-09-01 00:00:00
9493,1980,PhD,Single,76412,0,0,2013-05-05 00:00:00
1143,1972,Graduation,Married,22063,1,0,2013-08-08 00:00:00
1,1961,Graduation,Single,57091,0,0,2014-06-15 00:00:00
3855,1963,Graduation,Married,22419,0,0,2013-04-18 00:00:00
5536,1959,Graduation,Together,87771,0,1,2013-05-22 00:00:00
